timestamp,dataset,mode,config,n,dims,retained,rotate,center,seed,budgets,rescore,queries,k,recall,block0_p50_ms,block0_p95_ms,block0_p99_ms,rest_p50_ms,rest_p95_ms,rest_p99_ms,rescore_p50_ms,rescore_p95_ms,rescore_p99_ms,total_p50_ms,total_p95_ms,total_p99_ms,avg_survivors,bytes_per_vec,store_bytes,float_bytes,bytes_read_per_query,bandwidth_gib_s,qps,gen_quantile,block_modes,stream_gib_s,gather_gib_s
2026-07-31T11:48:45+02:00,dbpedia-openai-1000k-angular.bin,fullsweep,center+rotate,990000,1536,1536,true,true,6006312134741963231,"",10,10000,10,0.7099,0.486,0.516,0.548,13.755,14.375,14.866,0.115,0.124,0.139,14.359,14.996,15.494,"990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0",192,190080000,6082560000,190080000,12.374,69.29,0.00,,0.00,0.00
2026-07-31T11:48:45+02:00,dbpedia-openai-1000k-angular.bin,fullsweep,center+rotate,990000,1536,1536,true,true,6006312134741963231,"",15,10000,10,0.8299,0.486,0.516,0.548,13.755,14.375,14.866,0.115,0.124,0.139,14.359,14.996,15.494,"990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0",192,190080000,6082560000,190080000,12.374,69.29,0.00,,0.00,0.00
2026-07-31T11:48:45+02:00,dbpedia-openai-1000k-angular.bin,fullsweep,center+rotate,990000,1536,1536,true,true,6006312134741963231,"",20,10000,10,0.8879,0.486,0.516,0.548,13.755,14.375,14.866,0.115,0.124,0.139,14.359,14.996,15.494,"990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0",192,190080000,6082560000,190080000,12.374,69.29,0.00,,0.00,0.00
2026-07-31T11:48:45+02:00,dbpedia-openai-1000k-angular.bin,fullsweep,center+rotate,990000,1536,1536,true,true,6006312134741963231,"",30,10000,10,0.9424,0.486,0.516,0.548,13.755,14.375,14.866,0.115,0.124,0.139,14.359,14.996,15.494,"990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0",192,190080000,6082560000,190080000,12.374,69.29,0.00,,0.00,0.00
2026-07-31T11:48:45+02:00,dbpedia-openai-1000k-angular.bin,fullsweep,center+rotate,990000,1536,1536,true,true,6006312134741963231,"",50,10000,10,0.9766,0.486,0.516,0.548,13.755,14.375,14.866,0.115,0.124,0.139,14.359,14.996,15.494,"990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0",192,190080000,6082560000,190080000,12.374,69.29,0.00,,0.00,0.00
2026-07-31T11:48:45+02:00,dbpedia-openai-1000k-angular.bin,fullsweep,center+rotate,990000,1536,1536,true,true,6006312134741963231,"",75,10000,10,0.9895,0.486,0.516,0.548,13.755,14.375,14.866,0.115,0.124,0.139,14.359,14.996,15.494,"990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0",192,190080000,6082560000,190080000,12.374,69.29,0.00,,0.00,0.00
2026-07-31T11:48:45+02:00,dbpedia-openai-1000k-angular.bin,fullsweep,center+rotate,990000,1536,1536,true,true,6006312134741963231,"",100,10000,10,0.9942,0.486,0.516,0.548,13.755,14.375,14.866,0.115,0.124,0.139,14.359,14.996,15.494,"990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0",192,190080000,6082560000,190080000,12.374,69.29,0.00,,0.00,0.00
2026-07-31T11:48:45+02:00,dbpedia-openai-1000k-angular.bin,fullsweep,center+rotate,990000,1536,1536,true,true,6006312134741963231,"",150,10000,10,0.9973,0.486,0.516,0.548,13.755,14.375,14.866,0.115,0.124,0.139,14.359,14.996,15.494,"990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0",192,190080000,6082560000,190080000,12.374,69.29,0.00,,0.00,0.00
2026-07-31T11:48:45+02:00,dbpedia-openai-1000k-angular.bin,fullsweep,center+rotate,990000,1536,1536,true,true,6006312134741963231,"",200,10000,10,0.9985,0.486,0.516,0.548,13.755,14.375,14.866,0.115,0.124,0.139,14.359,14.996,15.494,"990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0",192,190080000,6082560000,190080000,12.374,69.29,0.00,,0.00,0.00
2026-07-31T11:50:38+02:00,dbpedia-openai-1000k-angular.bin,fullsweep,center+rotate,990000,1536,1024,true,true,6006312134741963231,"",10,10000,10,0.6413,0.486,0.520,0.555,9.208,9.768,10.127,0.202,0.221,0.240,9.900,10.469,10.839,"990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0",128,126720000,6082560000,126720000,12.064,100.01,0.00,,0.00,0.00
