timestamp,dataset,mode,config,n,dims,retained,rotate,center,seed,budgets,rescore,queries,k,recall,block0_p50_ms,block0_p95_ms,block0_p99_ms,rest_p50_ms,rest_p95_ms,rest_p99_ms,rescore_p50_ms,rescore_p95_ms,rescore_p99_ms,total_p50_ms,total_p95_ms,total_p99_ms,avg_survivors,bytes_per_vec,store_bytes,float_bytes,bytes_read_per_query,bandwidth_gib_s,qps,gen_quantile,block_modes,stream_gib_s,gather_gib_s
2026-07-31T14:19:49+02:00,dbpedia-openai-1000k-angular.bin,full,center+rotate,990000,1536,1536,true,true,6006312134741963231,"100000,20000,5000,1500,600,350",75,10000,10,0.9895,0.486,0.518,0.556,13.803,14.572,15.045,0.049,0.056,0.065,14.342,15.118,15.599,"990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0",192,190080000,6082560000,190080000,12.312,69.29,0.00,,0.00,0.00
2026-07-31T14:21:40+02:00,dbpedia-openai-1000k-angular.bin,full,center+rotate,990000,1536,1024,true,true,6006312134741963231,"100000,20000,5000,1500,600,350",150,10000,10,0.9877,0.484,0.516,0.553,9.179,9.763,10.107,0.088,0.099,0.112,9.756,10.348,10.706,"990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0",128,126720000,6082560000,126720000,12.095,101.50,0.00,,0.00,0.00
2026-07-31T14:23:08+02:00,dbpedia-openai-1000k-angular.bin,full,center+rotate,990000,1536,768,true,true,6006312134741963231,"100000,20000,5000,1500,600,350",200,10000,10,0.9806,0.483,0.514,0.553,6.868,7.555,7.970,0.116,0.130,0.145,7.472,8.170,8.579,"990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0",96,95040000,6082560000,95040000,11.852,131.74,0.00,,0.00,0.00
2026-07-31T14:24:15+02:00,dbpedia-openai-1000k-angular.bin,full,center+rotate,990000,1536,512,true,true,6006312134741963231,"100000,20000,5000,1500,600,350",750,10000,10,0.9862,0.483,0.520,0.563,4.581,5.023,5.265,0.427,0.467,0.508,5.499,5.958,6.211,"990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0",64,63360000,6082560000,63360000,11.476,179.23,0.00,,0.00,0.00
2026-07-31T14:25:14+02:00,dbpedia-openai-1000k-angular.bin,full,center+rotate,990000,1536,384,true,true,6006312134741963231,"100000,20000,5000,1500,600,350",1500,10000,10,0.9839,0.481,0.512,0.557,3.447,3.838,4.179,0.848,0.921,0.971,4.787,5.209,5.562,"990000.0;990000.0;990000.0;990000.0;990000.0;990000.0",48,47520000,6082560000,47520000,11.101,206.08,0.00,,0.00,0.00
2026-07-31T14:26:21+02:00,dbpedia-openai-1000k-angular.bin,full,center+rotate,990000,1536,256,true,true,6006312134741963231,"100000,20000,5000,1500,600,350",5000,10000,10,0.9809,0.481,0.510,0.549,2.420,2.544,2.818,2.772,2.940,3.073,5.681,5.961,6.222,"990000.0;990000.0;990000.0;990000.0",32,31680000,6082560000,31680000,10.068,174.39,0.00,,0.00,0.00
2026-07-31T14:28:48+02:00,dbpedia-openai-1000k-angular.bin,full,center+rotate,990000,1536,192,true,true,6006312134741963231,"100000,20000,5000,1500,600,350",20000,10000,10,0.9870,0.481,0.516,0.579,2.239,2.395,2.682,10.910,11.668,12.566,13.639,14.534,15.609,"990000.0;990000.0;990000.0",24,23760000,6082560000,23760000,8.008,72.26,0.00,,0.00,0.00
2026-07-31T14:31:29+02:00,dbpedia-openai-1000k-angular.bin,full,center+rotate,990000,1536,1536,true,true,6006312134741963231,"100000,20000,5000,1500,600,350",50,10000,10,0.9766,0.486,0.511,0.558,13.779,14.879,15.676,0.030,0.033,0.038,14.297,15.421,16.219,"990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0",192,190080000,6082560000,190080000,12.212,68.82,0.00,,0.00,0.00
2026-07-31T14:33:22+02:00,dbpedia-openai-1000k-angular.bin,full,center+rotate,990000,1536,1024,true,true,6006312134741963231,"100000,20000,5000,1500,600,350",75,10000,10,0.9660,0.484,0.524,0.597,9.178,10.315,10.926,0.045,0.050,0.063,9.711,10.869,11.527,"990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0",128,126720000,6082560000,126720000,11.915,100.45,0.00,,0.00,0.00
2026-07-31T14:34:48+02:00,dbpedia-openai-1000k-angular.bin,full,center+rotate,990000,1536,768,true,true,6006312134741963231,"100000,20000,5000,1500,600,350",100,10000,10,0.9540,0.482,0.503,0.525,6.837,7.104,7.537,0.060,0.067,0.073,7.382,7.658,8.087,"990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0;990000.0",96,95040000,6082560000,95040000,12.025,134.68,0.00,,0.00,0.00
