timestamp,dataset,index,config,param,queries,k,recall,p50_ms,p95_ms,p99_ms,qps,build_s,settle_s,heap_total_mib,vectors_mib,index_mib,disk_mib,notes
2026-08-07T21:35:28+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw-window,"rq4 build=384 query=384 centered window-search",20,10000,10,0.8013,0.872,1.223,1.367,1128.99,115.3,0.0,838.0,196.4,202.1,0.0,"ef=128"
2026-08-07T21:35:37+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw-window,"rq4 build=384 query=384 centered window-search",40,10000,10,0.9033,0.905,1.257,1.388,1092.18,115.3,0.0,838.0,196.4,202.1,0.0,"ef=128"
2026-08-07T21:35:46+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw-window,"rq4 build=384 query=384 centered window-search",80,10000,10,0.9518,0.936,1.292,1.409,1057.23,115.3,0.0,838.0,196.4,202.1,0.0,"ef=128"
2026-08-07T21:35:56+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw-window,"rq4 build=384 query=384 centered window-search",160,10000,10,0.9660,0.982,1.345,1.468,1007.54,115.3,0.0,838.0,196.4,202.1,0.0,"ef=128"
2026-08-07T21:36:06+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw-window,"rq4 build=384 query=384 centered window-search",320,10000,10,0.9660,0.980,1.340,1.461,1012.37,115.3,0.0,838.0,196.4,202.1,0.0,"ef=128"
2026-08-07T21:36:16+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw-window,"rq4 build=384 query=384 centered window-search",640,10000,10,0.9660,0.981,1.346,1.465,1011.09,115.3,0.0,838.0,196.4,202.1,0.0,"ef=128"
2026-08-07T21:36:26+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw-window,"rq4 build=384 query=384 centered window-search",1280,10000,10,0.9660,0.981,1.344,1.473,1008.75,115.3,0.0,838.0,196.4,202.1,0.0,"ef=128"
2026-08-07T21:38:33+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw,"rq1 build=1536 query=1536 centered 208B/code rescore=0",16,10000,10,0.7453,0.192,0.279,0.333,5060.14,119.9,0.0,1124.4,196.4,198.5,0.0,"graph: 31739921 edges, 95219756 conn bytes, 112912592 overhead bytes"
2026-08-07T21:38:36+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw,"rq1 build=1536 query=1536 centered 208B/code rescore=0",32,10000,10,0.7789,0.289,0.429,0.552,3304.38,119.9,0.0,1124.4,196.4,198.5,0.0,"graph: 31739921 edges, 95219756 conn bytes, 112912592 overhead bytes"
2026-08-07T21:38:40+02:00,dbpedia-openai-1000k-angular.bin,rq-hnsw,"rq1 build=1536 query=1536 centered 208B/code rescore=0",64,10000,10,0.7941,0.434,0.602,0.685,2274.02,119.9,0.0,1124.4,196.4,198.5,0.0,"graph: 31739921 edges, 95219756 conn bytes, 112912592 overhead bytes"
