timestamp,dataset,index,config,param,queries,k,recall,p50_ms,p95_ms,p99_ms,qps,build_s,settle_s,heap_total_mib,vectors_mib,index_mib,disk_mib,notes
2026-08-07T23:48:49+02:00,wikidpr-1M-e5.bin,rq-hnsw,"rq1 build=768 query=768 centered 112B/code rescore=0",16,1000,10,0.6403,0.131,0.202,0.245,7302.81,102.5,0.0,761.0,106.8,203.9,0.0,"graph: 33242614 edges, 99727800 conn bytes, 114051744 overhead bytes"
2026-08-07T23:48:49+02:00,wikidpr-1M-e5.bin,rq-hnsw,"rq1 build=768 query=768 centered 112B/code rescore=0",32,1000,10,0.6712,0.210,0.310,0.376,4652.25,102.5,0.0,761.0,106.8,203.9,0.0,"graph: 33242614 edges, 99727800 conn bytes, 114051744 overhead bytes"
2026-08-07T23:48:50+02:00,wikidpr-1M-e5.bin,rq-hnsw,"rq1 build=768 query=768 centered 112B/code rescore=0",64,1000,10,0.6868,0.340,0.492,0.575,2914.98,102.5,0.0,761.0,106.8,203.9,0.0,"graph: 33242614 edges, 99727800 conn bytes, 114051744 overhead bytes"
2026-08-07T23:48:50+02:00,wikidpr-1M-e5.bin,rq-hnsw,"rq1 build=768 query=768 centered 112B/code rescore=0",128,1000,10,0.6948,0.597,0.838,0.950,1683.05,102.5,0.0,761.0,106.8,203.9,0.0,"graph: 33242614 edges, 99727800 conn bytes, 114051744 overhead bytes"
2026-08-07T23:48:51+02:00,wikidpr-1M-e5.bin,rq-hnsw,"rq1 build=768 query=768 centered 112B/code rescore=0",256,1000,10,0.6971,1.149,1.656,1.880,871.82,102.5,0.0,761.0,106.8,203.9,0.0,"graph: 33242614 edges, 99727800 conn bytes, 114051744 overhead bytes"
2026-08-07T23:48:54+02:00,wikidpr-1M-e5.bin,rq-hnsw,"rq1 build=768 query=768 centered 112B/code rescore=0",512,1000,10,0.6977,2.130,3.010,3.360,472.32,102.5,0.0,761.0,106.8,203.9,0.0,"graph: 33242614 edges, 99727800 conn bytes, 114051744 overhead bytes"
2026-08-07T23:48:54+02:00,wikidpr-1M-e5.bin,rq-hnsw,"rq1 build=768 query=768 centered 112B/code rescore=100",16,1000,10,0.7508,0.158,0.237,0.285,6056.62,102.5,0.0,761.0,106.8,203.9,0.0,"graph: 33242614 edges, 99727800 conn bytes, 114051744 overhead bytes"
2026-08-07T23:48:54+02:00,wikidpr-1M-e5.bin,rq-hnsw,"rq1 build=768 query=768 centered 112B/code rescore=100",32,1000,10,0.8773,0.250,0.360,0.429,3912.98,102.5,0.0,761.0,106.8,203.9,0.0,"graph: 33242614 edges, 99727800 conn bytes, 114051744 overhead bytes"
2026-08-07T23:48:54+02:00,wikidpr-1M-e5.bin,rq-hnsw,"rq1 build=768 query=768 centered 112B/code rescore=100",64,1000,10,0.9394,0.425,0.601,0.680,2341.79,102.5,0.0,761.0,106.8,203.9,0.0,"graph: 33242614 edges, 99727800 conn bytes, 114051744 overhead bytes"
2026-08-07T23:48:55+02:00,wikidpr-1M-e5.bin,rq-hnsw,"rq1 build=768 query=768 centered 112B/code rescore=100",128,1000,10,0.9689,0.724,1.013,1.149,1370.84,102.5,0.0,761.0,106.8,203.9,0.0,"graph: 33242614 edges, 99727800 conn bytes, 114051744 overhead bytes"
2026-08-07T23:48:56+02:00,wikidpr-1M-e5.bin,rq-hnsw,"rq1 build=768 query=768 centered 112B/code rescore=100",256,1000,10,0.9798,1.238,1.717,2.002,808.78,102.5,0.0,761.0,106.8,203.9,0.0,"graph: 33242614 edges, 99727800 conn bytes, 114051744 overhead bytes"
2026-08-07T23:48:59+02:00,wikidpr-1M-e5.bin,rq-hnsw,"rq1 build=768 query=768 centered 112B/code rescore=100",512,1000,10,0.9836,2.251,3.134,3.570,446.37,102.5,0.0,761.0,106.8,203.9,0.0,"graph: 33242614 edges, 99727800 conn bytes, 114051744 overhead bytes"
2026-08-07T23:48:59+02:00,wikidpr-1M-e5.bin,rq-hnsw-window,"rq1 build=768 query=768 centered window-search",0,1000,10,0.6948,0.603,0.867,0.967,1646.72,102.5,0.0,761.0,106.8,203.9,0.0,"ef=128"
2026-08-07T23:49:00+02:00,wikidpr-1M-e5.bin,rq-hnsw-window,"rq1 build=768 query=768 centered window-search",10,1000,10,0.6948,0.621,0.886,1.028,1600.15,102.5,0.0,761.0,106.8,203.9,0.0,"ef=128"
2026-08-07T23:49:01+02:00,wikidpr-1M-e5.bin,rq-hnsw-window,"rq1 build=768 query=768 centered window-search",20,1000,10,0.8729,0.643,0.909,1.016,1564.68,102.5,0.0,761.0,106.8,203.9,0.0,"ef=128"
2026-08-07T23:49:01+02:00,wikidpr-1M-e5.bin,rq-hnsw-window,"rq1 build=768 query=768 centered window-search",40,1000,10,0.9437,0.674,0.982,1.138,1470.60,102.5,0.0,761.0,106.8,203.9,0.0,"ef=128"
2026-08-07T23:49:02+02:00,wikidpr-1M-e5.bin,rq-hnsw-window,"rq1 build=768 query=768 centered window-search",80,1000,10,0.9657,0.715,1.006,1.158,1392.80,102.5,0.0,761.0,106.8,203.9,0.0,"ef=128"
2026-08-07T23:49:03+02:00,wikidpr-1M-e5.bin,rq-hnsw-window,"rq1 build=768 query=768 centered window-search",160,1000,10,0.9710,0.742,1.049,1.175,1345.99,102.5,0.0,761.0,106.8,203.9,0.0,"ef=128"
2026-08-07T23:49:03+02:00,wikidpr-1M-e5.bin,rq-hnsw-window,"rq1 build=768 query=768 centered window-search",320,1000,10,0.9708,0.740,1.049,1.169,1336.75,102.5,0.0,761.0,106.8,203.9,0.0,"ef=128"
2026-08-07T23:49:04+02:00,wikidpr-1M-e5.bin,rq-hnsw-window,"rq1 build=768 query=768 centered window-search",640,1000,10,0.9708,0.736,1.025,1.167,1352.05,102.5,0.0,761.0,106.8,203.9,0.0,"ef=128"
2026-08-07T23:49:05+02:00,wikidpr-1M-e5.bin,rq-hnsw-window,"rq1 build=768 query=768 centered window-search",1280,1000,10,0.9708,0.733,1.031,1.180,1355.37,102.5,0.0,761.0,106.8,203.9,0.0,"ef=128"
2026-08-07T23:51:08+02:00,wikidpr-1M-e5.bin,rq-hnsw,"rq1 build=768 query=768 uncentered 104B/code rescore=0",16,1000,10,0.4518,0.142,0.218,0.251,6846.92,120.8,0.0,774.5,99.2,199.2,0.0,"graph: 31618140 edges, 94854417 conn bytes, 114057152 overhead bytes"
2026-08-07T23:51:08+02:00,wikidpr-1M-e5.bin,rq-hnsw,"rq1 build=768 query=768 uncentered 104B/code rescore=0",32,1000,10,0.4779,0.225,0.355,0.410,4285.78,120.8,0.0,774.5,99.2,199.2,0.0,"graph: 31618140 edges, 94854417 conn bytes, 114057152 overhead bytes"
