dataset,filter,family,size,strategy,ef,pass,qrow,latency_ms,recall_at_10,nodes_popped,dist_comps,seed_dist_comps,filter_checks,pop_idx_cand_full,pop_idx_results_full,twohop_examined,twohop_appended,prefilter_skips,secondorder_allocs,reencountered_burned,strategy_selected
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,126,1.8298,1.00,257,3865,0,1132,5,5,256,233,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,130,1.9660,1.00,258,4400,0,1156,4,4,192,181,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,158,1.7328,1.00,257,3845,0,1162,4,4,192,177,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,169,2.2476,1.00,260,4828,0,1358,5,5,256,216,50,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,173,1.5036,1.00,257,2990,0,1141,5,5,256,232,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,206,2.1600,1.00,262,4447,0,1439,7,7,384,204,6,6,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,237,2.2026,1.00,257,4434,0,1217,5,5,256,177,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,249,2.7895,1.00,275,5512,0,1890,6,6,320,119,433,5,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,289,3.0046,1.00,386,5819,0,5211,10,34,576,5,2759,9,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,311,2.4785,1.00,260,5472,0,1469,5,5,256,223,7,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,323,1.7294,1.00,257,3298,0,1155,4,4,192,182,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,337,2.1709,1.00,265,4640,0,1363,5,5,256,174,128,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,346,1.8769,1.00,257,3953,0,1177,5,5,256,165,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,348,2.0368,1.00,264,4285,0,1383,5,5,256,151,215,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,399,1.5451,1.00,258,2957,0,1142,5,5,256,214,3,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,433,2.0703,1.00,258,4620,0,1210,5,5,256,147,11,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,445,2.1276,1.00,257,4350,0,1228,5,5,256,215,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,453,2.5822,1.00,316,5030,0,2697,5,5,256,111,1129,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,454,1.4038,1.00,257,2496,0,1125,5,5,256,231,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,468,1.8761,1.00,284,3703,0,2024,6,9,320,149,720,5,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,490,2.1443,1.00,257,4264,0,1183,5,5,256,209,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,542,1.4636,1.00,258,2818,0,1156,5,5,256,175,2,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,576,2.1058,1.00,257,4687,0,1233,5,5,256,190,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,596,2.0410,1.00,257,4282,0,1130,5,5,256,174,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,632,1.6565,1.00,257,3382,0,1131,5,5,256,238,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,665,2.0658,1.00,258,4438,0,1201,5,5,256,193,2,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,681,1.4645,1.00,258,3098,0,1135,5,5,256,153,2,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,712,1.9207,1.00,257,4042,0,1147,5,5,256,119,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,738,1.8944,1.00,258,3680,0,1152,5,5,256,231,30,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,750,2.2078,1.00,273,4522,0,1787,8,10,448,122,226,7,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,774,2.0539,1.00,258,4301,0,1245,5,5,256,216,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,776,2.0000,1.00,257,4424,0,1177,4,5,192,117,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,783,1.6038,1.00,257,3316,0,1223,6,6,320,213,0,5,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,801,1.4723,1.00,273,2679,0,1429,6,6,320,210,249,5,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,823,1.7800,1.00,258,3350,0,1181,5,5,256,207,29,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,827,1.9933,1.00,258,4032,0,1242,4,4,192,157,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,829,1.7947,1.00,262,3594,0,1312,5,5,256,207,52,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,841,1.9483,1.00,257,4037,0,1144,4,5,192,133,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,886,1.6059,1.00,257,3437,0,1131,4,4,192,174,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,898,1.5381,1.00,265,3273,0,1290,5,5,256,187,129,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,919,2.0867,1.00,258,4704,0,1263,5,5,256,180,13,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,920,1.9703,1.00,258,4290,0,1171,4,4,192,183,13,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,928,1.6106,1.00,257,2797,0,1150,4,4,192,169,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,941,1.9141,1.00,258,4154,0,1336,5,5,256,216,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,950,2.0951,1.00,258,4692,0,1115,4,4,192,180,14,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,961,2.0677,1.00,260,4302,0,1277,5,5,256,154,55,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,965,1.8457,1.00,257,4257,0,1126,4,4,192,172,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,1,984,1.7101,1.00,258,3633,0,1258,5,5,256,227,13,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,13,1.7134,1.00,257,3569,0,1125,5,5,256,230,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,29,1.9163,1.00,257,3816,0,1137,4,4,192,168,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,67,1.9715,1.00,270,4003,0,1561,5,5,256,186,276,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,89,2.0153,1.00,260,4241,0,1266,5,5,256,164,78,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,105,1.9594,1.00,278,3717,0,2016,7,8,384,121,679,6,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,111,2.2711,1.00,278,4344,0,1893,5,5,256,187,576,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,114,2.2437,1.00,262,4934,0,1301,5,5,256,217,58,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,118,2.3184,1.00,258,4999,0,1346,6,6,320,173,0,5,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,125,2.4869,1.00,271,5748,0,1728,5,5,256,141,288,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,126,1.8443,1.00,257,3865,0,1132,5,5,256,233,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,130,1.9685,1.00,258,4400,0,1156,4,4,192,181,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,158,1.7312,1.00,257,3845,0,1162,4,4,192,177,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,169,2.2580,1.00,260,4828,0,1358,5,5,256,216,50,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,173,1.4972,1.00,257,2990,0,1141,5,5,256,232,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,206,2.1463,1.00,262,4447,0,1439,7,7,384,204,6,6,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,237,1.9768,1.00,257,4434,0,1217,5,5,256,177,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,249,2.6855,1.00,275,5512,0,1890,6,6,320,119,433,5,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,289,2.9425,1.00,386,5819,0,5211,10,34,576,5,2759,9,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,311,2.5205,1.00,260,5472,0,1469,5,5,256,223,7,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,323,1.7363,1.00,257,3298,0,1155,4,4,192,182,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,337,2.2209,1.00,265,4640,0,1363,5,5,256,174,128,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,346,1.9187,1.00,257,3953,0,1177,5,5,256,165,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,348,2.0532,1.00,264,4285,0,1383,5,5,256,151,215,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,399,1.5706,1.00,258,2957,0,1142,5,5,256,214,3,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,433,2.0856,1.00,258,4620,0,1210,5,5,256,147,11,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,445,2.1340,1.00,257,4350,0,1228,5,5,256,215,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,453,2.6964,1.00,316,5030,0,2697,5,5,256,111,1129,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,454,1.4635,1.00,257,2496,0,1125,5,5,256,231,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,468,1.9394,1.00,284,3703,0,2024,6,9,320,149,720,5,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,490,2.1866,1.00,257,4264,0,1183,5,5,256,209,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,542,1.4820,1.00,258,2818,0,1156,5,5,256,175,2,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,576,2.1330,1.00,257,4687,0,1233,5,5,256,190,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,596,2.0302,1.00,257,4282,0,1130,5,5,256,174,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,632,1.6400,1.00,257,3382,0,1131,5,5,256,238,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,665,2.0339,1.00,258,4438,0,1201,5,5,256,193,2,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,681,1.4662,1.00,258,3098,0,1135,5,5,256,153,2,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,712,1.8811,1.00,257,4042,0,1147,5,5,256,119,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,738,1.8930,1.00,258,3680,0,1152,5,5,256,231,30,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,750,2.2404,1.00,273,4522,0,1787,8,10,448,122,226,7,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,774,2.1772,1.00,258,4301,0,1245,5,5,256,216,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,776,2.0724,1.00,257,4424,0,1177,4,5,192,117,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,783,1.6302,1.00,257,3316,0,1223,6,6,320,213,0,5,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,801,1.5102,1.00,273,2679,0,1429,6,6,320,210,249,5,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,823,1.7890,1.00,258,3350,0,1181,5,5,256,207,29,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,827,2.0290,1.00,258,4032,0,1242,4,4,192,157,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,829,1.8133,1.00,262,3594,0,1312,5,5,256,207,52,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,841,2.0838,1.00,257,4037,0,1144,4,5,192,133,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,886,1.6494,1.00,257,3437,0,1131,4,4,192,174,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,898,1.6522,1.00,265,3273,0,1290,5,5,256,187,129,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,919,2.1225,1.00,258,4704,0,1263,5,5,256,180,13,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,920,1.9677,1.00,258,4290,0,1171,4,4,192,183,13,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,928,1.5887,1.00,257,2797,0,1150,4,4,192,169,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,941,1.9582,1.00,258,4154,0,1336,5,5,256,216,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,950,2.0701,1.00,258,4692,0,1115,4,4,192,180,14,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,961,2.0213,1.00,260,4302,0,1277,5,5,256,154,55,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,965,1.7960,1.00,257,4257,0,1126,4,4,192,172,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,2,984,1.6818,1.00,258,3633,0,1258,5,5,256,227,13,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,13,1.6978,1.00,257,3569,0,1125,5,5,256,230,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,29,1.8680,1.00,257,3816,0,1137,4,4,192,168,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,67,1.9253,1.00,270,4003,0,1561,5,5,256,186,276,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,89,2.0071,1.00,260,4241,0,1266,5,5,256,164,78,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,105,1.9509,1.00,278,3717,0,2016,7,8,384,121,679,6,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,111,2.2757,1.00,278,4344,0,1893,5,5,256,187,576,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,114,2.2850,1.00,262,4934,0,1301,5,5,256,217,58,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,118,2.3816,1.00,258,4999,0,1346,6,6,320,173,0,5,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,125,2.5209,1.00,271,5748,0,1728,5,5,256,141,288,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,126,1.8447,1.00,257,3865,0,1132,5,5,256,233,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,130,1.9780,1.00,258,4400,0,1156,4,4,192,181,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,158,1.7320,1.00,257,3845,0,1162,4,4,192,177,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,169,2.2797,1.00,260,4828,0,1358,5,5,256,216,50,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,173,1.5115,1.00,257,2990,0,1141,5,5,256,232,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,206,2.1448,1.00,262,4447,0,1439,7,7,384,204,6,6,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,237,1.9959,1.00,257,4434,0,1217,5,5,256,177,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,249,2.6599,1.00,275,5512,0,1890,6,6,320,119,433,5,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,289,2.9457,1.00,386,5819,0,5211,10,34,576,5,2759,9,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,311,2.4732,1.00,260,5472,0,1469,5,5,256,223,7,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,323,1.6726,1.00,257,3298,0,1155,4,4,192,182,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,337,2.1628,1.00,265,4640,0,1363,5,5,256,174,128,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,346,1.8773,1.00,257,3953,0,1177,5,5,256,165,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,348,2.0433,1.00,264,4285,0,1383,5,5,256,151,215,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,399,1.5660,1.00,258,2957,0,1142,5,5,256,214,3,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,433,2.1112,1.00,258,4620,0,1210,5,5,256,147,11,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,445,2.1731,1.00,257,4350,0,1228,5,5,256,215,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,453,2.6161,1.00,316,5030,0,2697,5,5,256,111,1129,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,454,1.3980,1.00,257,2496,0,1125,5,5,256,231,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,468,1.9077,1.00,284,3703,0,2024,6,9,320,149,720,5,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,490,2.1424,1.00,257,4264,0,1183,5,5,256,209,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,542,1.4540,1.00,258,2818,0,1156,5,5,256,175,2,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,576,2.1186,1.00,257,4687,0,1233,5,5,256,190,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,596,2.0331,1.00,257,4282,0,1130,5,5,256,174,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,632,1.6501,1.00,257,3382,0,1131,5,5,256,238,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,665,2.0242,1.00,258,4438,0,1201,5,5,256,193,2,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,681,1.4636,1.00,258,3098,0,1135,5,5,256,153,2,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,712,1.8767,1.00,257,4042,0,1147,5,5,256,119,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,738,1.8501,1.00,258,3680,0,1152,5,5,256,231,30,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,750,2.1692,1.00,273,4522,0,1787,8,10,448,122,226,7,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,774,2.0826,1.00,258,4301,0,1245,5,5,256,216,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,776,2.0255,1.00,257,4424,0,1177,4,5,192,117,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,783,1.6140,1.00,257,3316,0,1223,6,6,320,213,0,5,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,801,1.4950,1.00,273,2679,0,1429,6,6,320,210,249,5,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,823,1.7859,1.00,258,3350,0,1181,5,5,256,207,29,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,827,1.9913,1.00,258,4032,0,1242,4,4,192,157,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,829,1.9031,1.00,262,3594,0,1312,5,5,256,207,52,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,841,2.0622,1.00,257,4037,0,1144,4,5,192,133,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,886,1.6541,1.00,257,3437,0,1131,4,4,192,174,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,898,1.5363,1.00,265,3273,0,1290,5,5,256,187,129,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,919,2.1230,1.00,258,4704,0,1263,5,5,256,180,13,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,920,1.9940,1.00,258,4290,0,1171,4,4,192,183,13,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,928,1.5558,1.00,257,2797,0,1150,4,4,192,169,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,941,2.0291,1.00,258,4154,0,1336,5,5,256,216,0,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,950,2.2248,1.00,258,4692,0,1115,4,4,192,180,14,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,961,2.1161,1.00,260,4302,0,1277,5,5,256,154,55,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,965,1.8518,1.00,257,4257,0,1126,4,4,192,172,0,3,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,256,3,984,1.7312,1.00,258,3633,0,1258,5,5,256,227,13,4,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,13,2.9390,1.00,514,5910,0,2143,9,9,512,405,2,8,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,29,3.1912,1.00,513,6371,0,2087,7,7,384,327,0,6,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,67,3.2782,1.00,548,6486,0,3236,9,9,512,371,799,8,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,89,3.5215,1.00,526,7038,0,2549,9,9,512,350,327,8,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,105,3.4703,1.00,564,6370,0,3927,12,16,704,235,1471,11,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,111,3.8160,1.00,558,7158,0,3648,10,10,576,346,1073,9,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,114,3.7658,1.00,526,7925,0,2472,8,8,448,365,159,7,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,118,3.9467,1.00,515,7813,0,2453,10,10,576,308,27,9,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,125,4.3557,1.00,535,8959,0,3000,8,9,448,293,457,7,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,126,3.2305,1.00,513,6127,0,2094,8,8,448,388,0,7,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,130,3.5358,1.00,514,7195,0,2331,8,8,448,391,12,7,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,158,2.9853,1.00,513,6144,0,2232,8,8,448,380,0,7,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,169,3.7799,1.00,520,7522,0,2418,7,7,384,332,153,6,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,173,2.5830,1.00,513,5024,0,2126,10,10,576,444,0,9,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,206,3.5860,1.00,524,6736,0,2491,10,10,576,344,90,9,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,237,3.4562,1.00,517,7076,0,2365,8,8,448,350,74,7,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,249,4.6707,1.00,570,9085,0,4183,10,14,576,205,1463,9,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,289,5.0283,1.00,730,9392,0,8938,19,50,1152,9,4811,18,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,311,4.2786,1.00,518,8657,0,2454,7,8,384,298,37,6,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,323,2.7366,1.00,513,5087,0,2099,7,7,384,328,0,6,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,337,3.8086,1.00,531,7608,0,2599,9,9,512,338,265,8,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,346,3.3290,1.00,513,6512,0,2142,9,8,512,330,0,8,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,348,3.4215,1.00,529,6863,0,2660,9,9,512,370,411,8,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,399,2.8258,1.00,517,5291,0,2214,10,10,576,393,53,9,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,433,3.4688,1.00,515,7303,0,2185,8,8,448,312,13,7,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,445,3.6307,1.00,513,6974,0,2315,8,8,448,375,0,7,0,3
beir500k-f32,pos10_cat04,pos10,55993,pathseer-reorder,512,1,453,4.3364,1.00,630,8012,0,5019,9,10,512,242,2108,8,0,3
