dataset,filter,family,size,strategy,ef,pass,qrow,latency_ms,recall_at_10,nodes_popped,dist_comps,seed_dist_comps,filter_checks,pop_idx_cand_full,pop_idx_results_full,twohop_examined,twohop_appended,prefilter_skips,secondorder_allocs,reencountered_burned,strategy_selected
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,381,62.5414,1.00,35297,50675,0,294337,11,9212,640,0,212267,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,386,21.2584,1.00,9189,20099,0,141892,9,1256,512,23,116805,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,414,20.6523,1.00,9451,17528,0,168388,8,781,448,29,145169,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,443,83.4038,1.00,48629,63469,0,428399,16,13042,960,2,319370,15,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,466,64.2562,0.90,36599,49286,0,332223,13,9739,768,0,248380,12,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,473,68.8287,1.00,39997,54914,0,261192,13,18035,768,0,169932,12,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,492,64.3904,1.00,36078,49006,0,313201,8,8884,448,1,231629,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,520,65.5660,1.00,37696,49301,0,250094,10,13441,576,1,166771,9,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,549,68.3934,1.00,40164,52772,0,331840,11,8302,640,2,242327,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,577,59.1670,1.00,34898,46399,0,287475,11,10182,640,0,209587,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,583,57.9281,1.00,32716,46229,0,299797,9,7372,512,5,224126,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,597,57.8241,1.00,30725,45187,0,346244,8,4791,448,2,274082,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,599,76.2561,0.90,41266,64779,0,363609,9,13535,512,1,261377,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,602,62.2063,0.80,37021,49617,0,252917,11,14228,640,0,169747,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,650,75.7507,1.00,45049,58372,0,332423,14,17067,832,0,232066,13,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,653,83.4985,1.00,51533,63137,0,363817,13,18470,768,0,251412,12,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,654,62.1100,1.00,36773,49363,0,278475,8,11394,448,21,196188,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,662,54.5097,1.00,31566,40967,0,297076,9,6796,512,50,226703,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,666,16.8287,1.00,6824,15717,0,147007,9,490,512,6,127965,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,680,62.4489,1.00,37891,49263,0,260666,12,12288,704,3,176606,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,682,56.2327,1.00,29578,43163,0,366730,11,4568,640,14,297335,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,713,62.7820,1.00,36122,50532,0,250927,11,10149,640,1,167511,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,731,14.0489,1.00,5002,14061,0,121824,7,319,384,24,106388,6,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,735,64.2512,0.80,39439,48903,0,291526,9,13425,512,0,206237,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,756,70.4883,1.00,41546,56867,0,294992,12,14250,704,0,199450,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,789,71.0196,1.00,38376,49601,0,494419,8,6342,448,1,409709,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,820,75.1700,0.90,44290,59744,0,340952,12,14113,704,1,240839,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,836,72.3185,1.00,43663,55783,0,329181,10,19902,576,0,233115,9,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,850,68.3795,1.00,41432,51344,0,328844,10,12444,576,5,239152,9,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,871,77.7877,1.00,45134,61856,0,348274,12,14855,704,0,244421,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,875,73.0760,1.00,43952,56277,0,294905,8,14976,448,0,198370,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,878,79.4293,0.90,45809,57562,0,465001,12,10935,704,0,365189,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,895,47.0084,1.00,27008,37095,0,238645,12,6468,704,0,178296,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,908,68.3601,1.00,41504,52015,0,302944,11,15774,640,0,211826,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,976,76.3811,1.00,42887,61276,0,385105,18,12953,1088,1,284271,17,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,1,979,86.9846,1.00,51538,64323,0,464506,10,10581,576,1,351843,9,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,8,46.0463,1.00,23344,39241,0,253702,12,4635,704,4,194344,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,19,58.2370,1.00,34120,45437,0,265651,9,9118,512,1,189572,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,27,79.7882,1.00,48745,60375,0,357864,12,18659,704,0,251577,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,69,79.6290,0.90,43443,57542,0,379780,11,13390,640,1,282257,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,84,43.1131,1.00,20977,36503,0,280290,7,3158,384,2,226580,6,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,122,65.5485,1.00,38491,51764,0,305240,10,10609,576,5,218748,9,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,135,63.1090,1.00,38275,49265,0,260936,11,13036,640,42,175008,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,150,76.6580,1.00,46623,56897,0,347590,9,14884,512,0,247183,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,190,49.4652,1.00,26430,39122,0,313703,11,4055,640,2,251403,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,244,108.1200,1.00,64519,83800,0,423730,14,20527,832,0,278457,13,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,245,37.7953,1.00,18836,29091,0,284244,9,2028,512,47,239660,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,257,68.0832,1.00,41698,52895,0,283397,7,18002,384,1,190561,6,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,270,87.4909,1.00,52362,63341,0,465335,12,15926,704,0,352666,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,300,70.8070,1.00,41485,55344,0,323909,9,16025,512,0,229106,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,307,62.0335,0.90,34596,50201,0,316477,10,10752,576,0,235668,9,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,317,69.4140,1.00,40326,57228,0,270406,9,17137,512,0,176562,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,352,86.7261,0.90,51241,67188,0,385533,10,17232,576,3,271002,9,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,372,55.2897,1.00,28509,47014,0,305291,9,5598,512,2,234322,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,373,57.7901,1.00,34424,44264,0,278287,8,8403,448,3,203370,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,381,62.3400,1.00,35297,50675,0,294337,11,9212,640,0,212267,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,386,21.2284,1.00,9189,20099,0,141892,9,1256,512,23,116805,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,414,20.7348,1.00,9451,17528,0,168388,8,781,448,29,145169,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,443,83.7223,1.00,48629,63469,0,428399,16,13042,960,2,319370,15,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,466,64.8460,0.90,36599,49286,0,332223,13,9739,768,0,248380,12,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,473,68.7934,1.00,39997,54914,0,261192,13,18035,768,0,169932,12,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,492,65.0994,1.00,36078,49006,0,313201,8,8884,448,1,231629,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,520,64.0676,1.00,37696,49301,0,250094,10,13441,576,1,166771,9,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,549,68.6923,1.00,40164,52772,0,331840,11,8302,640,2,242327,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,577,59.2543,1.00,34898,46399,0,287475,11,10182,640,0,209587,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,583,58.3827,1.00,32716,46229,0,299797,9,7372,512,5,224126,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,597,57.3974,1.00,30725,45187,0,346244,8,4791,448,2,274082,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,599,76.3400,0.90,41266,64779,0,363609,9,13535,512,1,261377,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,602,61.7490,0.80,37021,49617,0,252917,11,14228,640,0,169747,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,650,75.8423,1.00,45049,58372,0,332423,14,17067,832,0,232066,13,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,653,84.1380,1.00,51533,63137,0,363817,13,18470,768,0,251412,12,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,654,66.9360,1.00,36773,49363,0,278475,8,11394,448,21,196188,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,662,54.3307,1.00,31566,40967,0,297076,9,6796,512,50,226703,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,666,17.1330,1.00,6824,15717,0,147007,9,490,512,6,127965,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,680,62.6703,1.00,37891,49263,0,260666,12,12288,704,3,176606,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,682,56.5513,1.00,29578,43163,0,366730,11,4568,640,14,297335,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,713,61.9981,1.00,36122,50532,0,250927,11,10149,640,1,167511,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,731,13.9325,1.00,5002,14061,0,121824,7,319,384,24,106388,6,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,735,64.4453,0.80,39439,48903,0,291526,9,13425,512,0,206237,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,756,71.2423,1.00,41546,56867,0,294992,12,14250,704,0,199450,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,789,70.4609,1.00,38376,49601,0,494419,8,6342,448,1,409709,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,820,75.5182,0.90,44290,59744,0,340952,12,14113,704,1,240839,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,836,72.3132,1.00,43663,55783,0,329181,10,19902,576,0,233115,9,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,850,68.7106,1.00,41432,51344,0,328844,10,12444,576,5,239152,9,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,871,77.6281,1.00,45134,61856,0,348274,12,14855,704,0,244421,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,875,72.4470,1.00,43952,56277,0,294905,8,14976,448,0,198370,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,878,79.3354,0.90,45809,57562,0,465001,12,10935,704,0,365189,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,895,46.9168,1.00,27008,37095,0,238645,12,6468,704,0,178296,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,908,68.0306,1.00,41504,52015,0,302944,11,15774,640,0,211826,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,976,76.1688,1.00,42887,61276,0,385105,18,12953,1088,1,284271,17,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,2,979,87.5757,1.00,51538,64323,0,464506,10,10581,576,1,351843,9,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,8,46.1530,1.00,23344,39241,0,253702,12,4635,704,4,194344,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,19,57.8753,1.00,34120,45437,0,265651,9,9118,512,1,189572,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,27,79.8175,1.00,48745,60375,0,357864,12,18659,704,0,251577,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,69,75.3624,0.90,43443,57542,0,379780,11,13390,640,1,282257,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,84,43.1330,1.00,20977,36503,0,280290,7,3158,384,2,226580,6,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,122,65.5343,1.00,38491,51764,0,305240,10,10609,576,5,218748,9,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,135,63.1110,1.00,38275,49265,0,260936,11,13036,640,42,175008,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,150,76.6035,1.00,46623,56897,0,347590,9,14884,512,0,247183,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,190,49.6331,1.00,26430,39122,0,313703,11,4055,640,2,251403,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,244,107.7637,1.00,64519,83800,0,423730,14,20527,832,0,278457,13,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,245,37.5908,1.00,18836,29091,0,284244,9,2028,512,47,239660,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,257,68.2754,1.00,41698,52895,0,283397,7,18002,384,1,190561,6,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,270,91.9721,1.00,52362,63341,0,465335,12,15926,704,0,352666,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,300,70.8421,1.00,41485,55344,0,323909,9,16025,512,0,229106,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,307,62.0319,0.90,34596,50201,0,316477,10,10752,576,0,235668,9,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,317,69.2419,1.00,40326,57228,0,270406,9,17137,512,0,176562,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,352,86.2880,0.90,51241,67188,0,385533,10,17232,576,3,271002,9,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,372,55.1696,1.00,28509,47014,0,305291,9,5598,512,2,234322,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,373,57.8570,1.00,34424,44264,0,278287,8,8403,448,3,203370,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,381,62.4540,1.00,35297,50675,0,294337,11,9212,640,0,212267,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,386,21.2075,1.00,9189,20099,0,141892,9,1256,512,23,116805,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,414,20.5074,1.00,9451,17528,0,168388,8,781,448,29,145169,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,443,83.6904,1.00,48629,63469,0,428399,16,13042,960,2,319370,15,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,466,64.8495,0.90,36599,49286,0,332223,13,9739,768,0,248380,12,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,473,67.4763,1.00,39997,54914,0,261192,13,18035,768,0,169932,12,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,492,62.7459,1.00,36078,49006,0,313201,8,8884,448,1,231629,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,520,62.3490,1.00,37696,49301,0,250094,10,13441,576,1,166771,9,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,549,68.1993,1.00,40164,52772,0,331840,11,8302,640,2,242327,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,577,59.2029,1.00,34898,46399,0,287475,11,10182,640,0,209587,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,583,58.2183,1.00,32716,46229,0,299797,9,7372,512,5,224126,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,597,57.6985,1.00,30725,45187,0,346244,8,4791,448,2,274082,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,599,76.1847,0.90,41266,64779,0,363609,9,13535,512,1,261377,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,602,62.2087,0.80,37021,49617,0,252917,11,14228,640,0,169747,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,650,75.1109,1.00,45049,58372,0,332423,14,17067,832,0,232066,13,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,653,83.6014,1.00,51533,63137,0,363817,13,18470,768,0,251412,12,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,654,62.6368,1.00,36773,49363,0,278475,8,11394,448,21,196188,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,662,54.4128,1.00,31566,40967,0,297076,9,6796,512,50,226703,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,666,17.0429,1.00,6824,15717,0,147007,9,490,512,6,127965,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,680,62.4134,1.00,37891,49263,0,260666,12,12288,704,3,176606,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,682,56.2456,1.00,29578,43163,0,366730,11,4568,640,14,297335,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,713,61.9745,1.00,36122,50532,0,250927,11,10149,640,1,167511,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,731,13.9055,1.00,5002,14061,0,121824,7,319,384,24,106388,6,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,735,64.6287,0.80,39439,48903,0,291526,9,13425,512,0,206237,8,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,756,70.5043,1.00,41546,56867,0,294992,12,14250,704,0,199450,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,789,70.5660,1.00,38376,49601,0,494419,8,6342,448,1,409709,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,820,75.2616,0.90,44290,59744,0,340952,12,14113,704,1,240839,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,836,77.4516,1.00,43663,55783,0,329181,10,19902,576,0,233115,9,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,850,68.4843,1.00,41432,51344,0,328844,10,12444,576,5,239152,9,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,871,77.8381,1.00,45134,61856,0,348274,12,14855,704,0,244421,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,875,72.4155,1.00,43952,56277,0,294905,8,14976,448,0,198370,7,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,878,78.7686,0.90,45809,57562,0,465001,12,10935,704,0,365189,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,895,47.0319,1.00,27008,37095,0,238645,12,6468,704,0,178296,11,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,908,68.2209,1.00,41504,52015,0,302944,11,15774,640,0,211826,10,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,976,76.8997,1.00,42887,61276,0,385105,18,12953,1088,1,284271,17,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,256,3,979,89.4117,1.00,51538,64323,0,464506,10,10581,576,1,351843,9,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,8,70.3525,1.00,34845,60722,0,303077,23,8462,1408,8,212511,22,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,19,79.2060,1.00,44997,63557,0,315769,21,15124,1280,2,212685,20,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,27,109.5315,1.00,63368,81743,0,523662,26,26347,1600,1,382992,25,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,69,106.4546,1.00,59545,85615,0,489221,24,20900,1472,2,350104,23,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,84,66.9900,1.00,32049,56893,0,391425,18,5545,1088,5,308344,17,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,122,90.4791,1.00,51453,74788,0,362862,27,17681,1664,8,242441,26,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,135,85.3553,1.00,49994,68275,0,330601,26,20439,1600,43,215231,25,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,150,100.4154,1.00,58281,77097,0,447695,19,22680,1152,5,318264,18,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,190,73.9289,1.00,39191,58354,0,423010,21,7148,1280,2,331071,20,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,244,132.8932,1.00,77079,106680,0,423945,36,30118,2240,1,244790,35,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,245,59.9580,1.00,30899,46916,0,412459,19,4040,1152,50,339999,18,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,257,89.3465,1.00,52692,69430,0,384398,16,24489,960,1,265447,15,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,270,123.0976,1.00,72516,91159,0,612800,24,24008,1472,0,454575,23,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,300,94.2103,1.00,53878,72973,0,442521,20,21217,1216,0,318845,19,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,307,92.3934,0.90,49782,77705,0,440458,22,16536,1344,1,319190,21,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,317,91.0709,1.00,50462,77145,0,365543,17,22882,1024,3,243986,16,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,352,110.2997,0.90,62770,89747,0,465075,24,24975,1472,3,318679,23,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,372,76.6926,1.00,39597,67257,0,358117,23,9090,1408,3,257862,22,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,373,79.2402,1.00,45182,62738,0,367424,17,15014,1024,3,266000,16,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,381,78.8973,1.00,44350,64384,0,376597,25,12398,1536,2,274103,24,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,386,33.3699,1.00,14646,31316,0,213173,22,2101,1344,25,173666,21,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,414,34.8322,1.00,16106,29442,0,248841,18,1701,1088,33,209277,17,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,443,111.2279,1.00,64580,87711,0,481060,33,19828,2048,2,333508,32,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,466,84.9945,1.00,48508,66361,0,407358,28,14180,1728,0,295464,27,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,473,87.8207,1.00,49637,73737,0,354428,25,23860,1536,3,237192,24,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,492,87.7345,1.00,49549,70449,0,392347,21,14661,1280,1,277971,20,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,520,81.4412,1.00,46463,66835,0,334196,23,21419,1408,45,227031,22,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,549,89.6817,1.00,51422,70919,0,425044,23,13670,1408,5,308326,22,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,577,80.0878,1.00,45471,63581,0,383958,25,14882,1536,3,280476,24,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,583,80.5160,1.00,45039,65627,0,384542,19,12094,1152,11,278958,18,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,597,79.6718,1.00,42701,64979,0,422097,21,8372,1280,9,320072,20,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,599,107.4199,1.00,55682,94726,0,456718,27,19791,1664,3,312568,26,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,602,81.7743,1.00,46473,66245,0,337221,27,19657,1664,1,229934,26,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,650,106.4794,1.00,59179,81999,0,473426,32,24594,1984,0,336987,31,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,653,109.3881,1.00,64379,84977,0,479767,24,28240,1472,2,334435,23,0,3
beir500k-f32,neg10_cat09,neg10,60723,pathseer-reorder,512,1,654,79.5232,1.00,45575,64419,0,351311,19,15924,1152,23,247468,18,0,3
