method,filter,family,size,b1,queries,recall_at_10,perfect_frac,sim_regret,p50_ms,p95_ms,p99_ms,allow_iter_p50_ms,stage1_p50_ms,stage2_p50_ms,stage3_p50_ms,stage1_mb_per_q,stage2_kb_per_q,stage3_kb_per_q
scan,negsparse_q0334_m150k,negsparse,150000,4096,1,0.4000,0.0000,0.00005,37.299,37.299,37.299,0.660,12.739,1.059,22.842,9.16,512.0,2100.0
scan,negsparse_q0334_m150k,negsparse,150000,32768,1,0.2000,0.0000,0.00010,35.152,35.152,35.152,0.640,15.506,8.962,10.044,9.16,4096.0,2100.0
scan,negsparse_q0334_m300k,negsparse,300000,4096,1,0.3000,0.0000,0.00007,48.006,48.006,48.006,1.328,24.862,1.340,20.476,18.31,512.0,2100.0
scan,negsparse_q0334_m300k,negsparse,300000,32768,1,0.4000,0.0000,0.00005,48.017,48.017,48.017,1.359,26.940,10.115,9.603,18.31,4096.0,2100.0
scan,negsparse_q0334_m1m,negsparse,1000000,4096,1,0.0000,0.0000,0.00008,145.411,145.411,145.411,10.797,114.718,1.645,18.251,61.04,512.0,2100.0
scan,negsparse_q0334_m1m,negsparse,1000000,32768,1,0.0000,0.0000,0.00005,149.982,149.982,149.982,10.760,115.506,11.993,11.722,61.04,4096.0,2100.0
scan,negsparse_q0334_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00004,224.031,224.031,224.031,16.429,191.210,1.756,14.636,122.07,512.0,2100.0
scan,negsparse_q0334_m2m,negsparse,2000000,32768,1,0.3000,0.0000,0.00002,236.164,236.164,236.164,16.584,194.816,11.554,13.209,122.07,4096.0,2100.0
scan,negsparse_q0334_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00004,264.676,264.676,264.676,28.661,217.730,1.728,16.557,244.14,512.0,2100.0
scan,negsparse_q0334_m4m,negsparse,4000000,32768,1,0.1000,0.0000,0.00003,270.983,270.983,270.983,29.278,216.150,11.556,14.000,244.14,4096.0,2100.0
scan,negsparse_q0341_m50k,negsparse,50000,4096,1,0.9000,0.0000,0.00001,29.275,29.275,29.275,0.206,5.051,0.917,23.100,3.05,512.0,2100.0
scan,negsparse_q0341_m50k,negsparse,50000,32768,1,0.8000,0.0000,0.00003,23.931,23.931,23.931,0.220,6.461,8.736,8.515,3.05,4096.0,2100.0
scan,negsparse_q0341_m150k,negsparse,150000,4096,1,0.8000,0.0000,0.00002,34.947,34.947,34.947,0.620,12.710,1.040,20.576,9.16,512.0,2100.0
scan,negsparse_q0341_m150k,negsparse,150000,32768,1,0.8000,0.0000,0.00001,34.310,34.310,34.310,0.655,15.086,8.764,9.804,9.16,4096.0,2100.0
scan,negsparse_q0341_m300k,negsparse,300000,4096,1,0.5000,0.0000,0.00006,48.379,48.379,48.379,1.269,24.647,1.463,21.000,18.31,512.0,2100.0
scan,negsparse_q0341_m300k,negsparse,300000,32768,1,0.6000,0.0000,0.00003,48.752,48.752,48.752,1.305,27.815,9.993,9.639,18.31,4096.0,2100.0
scan,negsparse_q0341_m1m,negsparse,1000000,4096,1,0.1000,0.0000,0.00004,140.667,140.667,140.667,10.886,114.684,1.804,13.293,61.04,512.0,2100.0
scan,negsparse_q0341_m1m,negsparse,1000000,32768,1,0.1000,0.0000,0.00004,147.154,147.154,147.154,10.603,115.734,11.173,9.644,61.04,4096.0,2100.0
scan,negsparse_q0341_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00004,221.277,221.277,221.277,16.120,190.810,1.677,12.669,122.07,512.0,2100.0
scan,negsparse_q0341_m2m,negsparse,2000000,32768,1,0.0000,0.0000,0.00004,231.018,231.018,231.018,16.542,194.364,11.415,8.697,122.07,4096.0,2100.0
scan,negsparse_q0341_m4m,negsparse,4000000,4096,1,0.1000,0.0000,0.00003,254.059,254.059,254.059,27.954,215.367,1.732,9.005,244.14,512.0,2100.0
scan,negsparse_q0341_m4m,negsparse,4000000,32768,1,0.1000,0.0000,0.00003,262.459,262.459,262.459,28.527,214.021,11.832,8.078,244.14,4096.0,2100.0
scan,negsparse_q0346_m50k,negsparse,50000,4096,1,0.9000,0.0000,0.00004,31.644,31.644,31.644,0.212,4.799,0.856,25.777,3.05,512.0,2100.0
scan,negsparse_q0346_m50k,negsparse,50000,32768,1,0.9000,0.0000,0.00002,17.448,17.448,17.448,0.221,4.541,7.766,4.920,3.05,4096.0,2100.0
scan,negsparse_q0346_m150k,negsparse,150000,4096,1,0.4000,0.0000,0.00005,39.497,39.497,39.497,0.634,12.715,1.321,24.827,9.16,512.0,2100.0
scan,negsparse_q0346_m150k,negsparse,150000,32768,1,0.6000,0.0000,0.00003,34.016,34.016,34.016,0.646,14.622,9.573,9.175,9.16,4096.0,2100.0
scan,negsparse_q0346_m300k,negsparse,300000,4096,1,0.4000,0.0000,0.00003,50.292,50.292,50.292,1.454,24.981,1.420,22.438,18.31,512.0,2100.0
scan,negsparse_q0346_m300k,negsparse,300000,32768,1,0.4000,0.0000,0.00004,51.881,51.881,51.881,1.426,27.851,10.104,12.500,18.31,4096.0,2100.0
scan,negsparse_q0346_m1m,negsparse,1000000,4096,1,0.0000,0.0000,0.00007,150.609,150.609,150.609,10.676,114.828,1.699,23.406,61.04,512.0,2100.0
scan,negsparse_q0346_m1m,negsparse,1000000,32768,1,0.0000,0.0000,0.00004,150.176,150.176,150.176,10.857,115.506,11.715,12.097,61.04,4096.0,2100.0
scan,negsparse_q0346_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00004,223.152,223.152,223.152,16.207,190.506,1.735,14.704,122.07,512.0,2100.0
scan,negsparse_q0346_m2m,negsparse,2000000,32768,1,0.0000,0.0000,0.00004,228.728,228.728,228.728,16.419,191.193,12.179,8.937,122.07,4096.0,2100.0
scan,negsparse_q0346_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00005,265.186,265.186,265.186,28.532,215.145,1.748,19.761,244.14,512.0,2100.0
scan,negsparse_q0346_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00003,269.236,269.236,269.236,28.579,216.719,12.676,11.262,244.14,4096.0,2100.0
scan,negsparse_q0353_m50k,negsparse,50000,4096,1,0.8000,0.0000,0.00002,31.248,31.248,31.248,0.206,5.125,0.842,25.075,3.05,512.0,2100.0
scan,negsparse_q0353_m50k,negsparse,50000,32768,1,0.8000,0.0000,0.00002,24.911,24.911,24.911,0.221,6.600,8.618,9.472,3.05,4096.0,2100.0
scan,negsparse_q0353_m150k,negsparse,150000,4096,1,0.4000,0.0000,0.00008,36.765,36.765,36.765,0.619,12.906,1.071,22.170,9.16,512.0,2100.0
scan,negsparse_q0353_m150k,negsparse,150000,32768,1,0.5000,0.0000,0.00005,34.103,34.103,34.103,0.646,15.211,8.631,9.614,9.16,4096.0,2100.0
scan,negsparse_q0353_m300k,negsparse,300000,4096,1,0.1000,0.0000,0.00007,48.734,48.734,48.734,1.361,25.002,1.380,20.991,18.31,512.0,2100.0
scan,negsparse_q0353_m300k,negsparse,300000,32768,1,0.2000,0.0000,0.00005,50.882,50.882,50.882,1.387,27.681,10.567,11.247,18.31,4096.0,2100.0
scan,negsparse_q0353_m1m,negsparse,1000000,4096,1,0.1000,0.0000,0.00004,143.490,143.490,143.490,10.855,114.485,1.750,16.400,61.04,512.0,2100.0
scan,negsparse_q0353_m1m,negsparse,1000000,32768,1,0.1000,0.0000,0.00003,149.852,149.852,149.852,10.656,115.488,11.156,12.552,61.04,4096.0,2100.0
scan,negsparse_q0353_m2m,negsparse,2000000,4096,1,0.2000,0.0000,0.00004,223.181,223.181,223.181,16.581,191.826,1.726,13.048,122.07,512.0,2100.0
scan,negsparse_q0353_m2m,negsparse,2000000,32768,1,0.1000,0.0000,0.00004,227.252,227.252,227.252,16.455,191.322,11.502,7.974,122.07,4096.0,2100.0
scan,negsparse_q0353_m4m,negsparse,4000000,4096,1,0.1000,0.0000,0.00005,260.805,260.805,260.805,28.141,211.909,1.800,18.954,244.14,512.0,2100.0
scan,negsparse_q0353_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00007,263.041,263.041,263.041,28.719,214.368,11.962,7.991,244.14,4096.0,2100.0
scan,negsparse_q0358_m50k,negsparse,50000,4096,1,1.0000,1.0000,0.00000,70.026,70.026,70.026,0.213,5.598,1.137,63.078,3.05,512.0,2100.0
scan,negsparse_q0358_m50k,negsparse,50000,32768,1,1.0000,1.0000,0.00000,24.026,24.026,24.026,0.224,8.291,11.020,4.490,3.05,4096.0,2100.0
scan,negsparse_q0358_m150k,negsparse,150000,4096,1,0.2000,0.0000,0.00007,39.318,39.318,39.318,0.634,13.114,1.157,24.413,9.16,512.0,2100.0
scan,negsparse_q0358_m150k,negsparse,150000,32768,1,0.5000,0.0000,0.00003,36.014,36.014,36.014,0.656,15.528,10.177,9.652,9.16,4096.0,2100.0
scan,negsparse_q0358_m300k,negsparse,300000,4096,1,0.2000,0.0000,0.00009,53.910,53.910,53.910,1.475,25.385,1.351,25.698,18.31,512.0,2100.0
scan,negsparse_q0358_m300k,negsparse,300000,32768,1,0.4000,0.0000,0.00005,53.991,53.991,53.991,1.507,27.384,11.438,13.662,18.31,4096.0,2100.0
scan,negsparse_q0358_m1m,negsparse,1000000,4096,1,0.2000,0.0000,0.00004,154.348,154.348,154.348,10.638,114.818,1.813,27.080,61.04,512.0,2100.0
scan,negsparse_q0358_m1m,negsparse,1000000,32768,1,0.2000,0.0000,0.00003,153.069,153.069,153.069,10.984,115.925,11.370,14.790,61.04,4096.0,2100.0
scan,negsparse_q0358_m2m,negsparse,2000000,4096,1,0.1000,0.0000,0.00006,227.826,227.826,227.826,16.308,190.216,1.718,19.585,122.07,512.0,2100.0
scan,negsparse_q0358_m2m,negsparse,2000000,32768,1,0.1000,0.0000,0.00003,232.671,232.671,232.671,16.305,192.541,11.425,12.401,122.07,4096.0,2100.0
scan,negsparse_q0358_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00005,266.231,266.231,266.231,28.441,216.231,1.849,19.710,244.14,512.0,2100.0
scan,negsparse_q0358_m4m,negsparse,4000000,32768,1,0.1000,0.0000,0.00003,261.455,261.455,261.455,27.951,213.185,11.799,8.520,244.14,4096.0,2100.0
scan,negsparse_q0373_m50k,negsparse,50000,4096,1,0.8000,0.0000,0.00002,33.268,33.268,33.268,0.213,4.907,1.119,27.029,3.05,512.0,2100.0
scan,negsparse_q0373_m50k,negsparse,50000,32768,1,1.0000,1.0000,0.00000,19.741,19.741,19.741,0.222,6.629,8.401,4.488,3.05,4096.0,2100.0
scan,negsparse_q0373_m150k,negsparse,150000,4096,1,0.8000,0.0000,0.00001,39.736,39.736,39.736,0.638,12.558,1.083,25.457,9.16,512.0,2100.0
scan,negsparse_q0373_m150k,negsparse,150000,32768,1,0.9000,0.0000,0.00001,33.676,33.676,33.676,0.642,15.211,8.871,8.952,9.16,4096.0,2100.0
scan,negsparse_q0373_m300k,negsparse,300000,4096,1,0.3000,0.0000,0.00006,51.327,51.327,51.327,1.415,24.997,1.364,23.551,18.31,512.0,2100.0
scan,negsparse_q0373_m300k,negsparse,300000,32768,1,0.4000,0.0000,0.00005,50.668,50.668,50.668,1.486,28.333,10.252,10.598,18.31,4096.0,2100.0
scan,negsparse_q0373_m1m,negsparse,1000000,4096,1,0.3000,0.0000,0.00003,147.926,147.926,147.926,10.761,114.502,1.855,20.808,61.04,512.0,2100.0
scan,negsparse_q0373_m1m,negsparse,1000000,32768,1,0.2000,0.0000,0.00004,164.785,164.785,164.785,10.732,115.930,12.823,25.299,61.04,4096.0,2100.0
scan,negsparse_q0373_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00004,229.828,229.828,229.828,16.094,190.455,1.841,21.438,122.07,512.0,2100.0
scan,negsparse_q0373_m2m,negsparse,2000000,32768,1,0.0000,0.0000,0.00005,230.953,230.953,230.953,16.484,190.757,11.477,12.235,122.07,4096.0,2100.0
scan,negsparse_q0373_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00003,262.840,262.840,262.840,28.282,215.847,1.749,16.961,244.14,512.0,2100.0
scan,negsparse_q0373_m4m,negsparse,4000000,32768,1,0.1000,0.0000,0.00004,263.849,263.849,263.849,28.372,212.972,11.409,11.097,244.14,4096.0,2100.0
scan,negsparse_q0385_m50k,negsparse,50000,4096,1,0.6000,0.0000,0.00010,29.081,29.081,29.081,0.206,4.966,1.140,22.769,3.05,512.0,2100.0
scan,negsparse_q0385_m50k,negsparse,50000,32768,1,0.8000,0.0000,0.00002,18.231,18.231,18.231,0.221,5.718,8.313,3.979,3.05,4096.0,2100.0
scan,negsparse_q0385_m150k,negsparse,150000,4096,1,0.6000,0.0000,0.00004,35.079,35.079,35.079,0.621,12.717,1.069,20.673,9.16,512.0,2100.0
scan,negsparse_q0385_m150k,negsparse,150000,32768,1,0.7000,0.0000,0.00002,30.848,30.848,30.848,0.651,15.812,9.154,5.232,9.16,4096.0,2100.0
scan,negsparse_q0385_m300k,negsparse,300000,4096,1,0.3000,0.0000,0.00008,45.206,45.206,45.206,1.331,24.725,1.432,17.718,18.31,512.0,2100.0
scan,negsparse_q0385_m300k,negsparse,300000,32768,1,0.4000,0.0000,0.00004,46.167,46.167,46.167,1.370,27.242,9.676,7.879,18.31,4096.0,2100.0
scan,negsparse_q0385_m1m,negsparse,1000000,4096,1,0.2000,0.0000,0.00005,145.485,145.485,145.485,10.574,114.602,1.743,18.566,61.04,512.0,2100.0
scan,negsparse_q0385_m1m,negsparse,1000000,32768,1,0.2000,0.0000,0.00004,148.039,148.039,148.039,10.704,115.626,11.667,10.043,61.04,4096.0,2100.0
scan,negsparse_q0385_m2m,negsparse,2000000,4096,1,0.2000,0.0000,0.00003,224.958,224.958,224.958,16.217,190.245,1.720,16.776,122.07,512.0,2100.0
scan,negsparse_q0385_m2m,negsparse,2000000,32768,1,0.2000,0.0000,0.00002,234.113,234.113,234.113,16.372,194.088,11.505,12.147,122.07,4096.0,2100.0
scan,negsparse_q0385_m4m,negsparse,4000000,4096,1,0.1000,0.0000,0.00006,258.929,258.929,258.929,28.559,214.297,1.733,14.340,244.14,512.0,2100.0
scan,negsparse_q0385_m4m,negsparse,4000000,32768,1,0.1000,0.0000,0.00005,263.158,263.158,263.158,28.582,213.607,11.874,9.096,244.14,4096.0,2100.0
scan,negsparse_q0391_m50k,negsparse,50000,4096,1,1.0000,1.0000,0.00000,36.750,36.750,36.750,0.219,4.873,0.843,30.816,3.05,512.0,2100.0
scan,negsparse_q0391_m50k,negsparse,50000,32768,1,1.0000,1.0000,0.00000,16.968,16.968,16.968,0.220,5.997,8.083,2.667,3.05,4096.0,2100.0
scan,negsparse_q0391_m150k,negsparse,150000,4096,1,0.3000,0.0000,0.00005,40.345,40.345,40.345,0.613,12.792,1.277,25.664,9.16,512.0,2100.0
scan,negsparse_q0391_m150k,negsparse,150000,32768,1,0.5000,0.0000,0.00004,30.033,30.033,30.033,0.655,14.493,8.404,6.481,9.16,4096.0,2100.0
scan,negsparse_q0391_m300k,negsparse,300000,4096,1,0.2000,0.0000,0.00007,48.670,48.670,48.670,1.421,25.186,1.357,20.706,18.31,512.0,2100.0
scan,negsparse_q0391_m300k,negsparse,300000,32768,1,0.3000,0.0000,0.00006,47.783,47.783,47.783,1.460,27.651,10.329,8.343,18.31,4096.0,2100.0
scan,negsparse_q0391_m1m,negsparse,1000000,4096,1,0.0000,0.0000,0.00009,145.428,145.428,145.428,10.587,114.917,1.713,18.211,61.04,512.0,2100.0
scan,negsparse_q0391_m1m,negsparse,1000000,32768,1,0.1000,0.0000,0.00005,147.915,147.915,147.915,10.596,115.881,11.234,10.204,61.04,4096.0,2100.0
scan,negsparse_q0391_m2m,negsparse,2000000,4096,1,0.1000,0.0000,0.00002,224.803,224.803,224.803,16.258,190.524,1.766,16.255,122.07,512.0,2100.0
scan,negsparse_q0391_m2m,negsparse,2000000,32768,1,0.1000,0.0000,0.00002,232.334,232.334,232.334,16.630,192.237,11.607,11.861,122.07,4096.0,2100.0
scan,negsparse_q0391_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00005,266.257,266.257,266.257,28.213,218.808,1.901,17.336,244.14,512.0,2100.0
scan,negsparse_q0391_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00004,265.883,265.883,265.883,28.941,215.082,11.761,10.099,244.14,4096.0,2100.0
scan,negsparse_q0396_m50k,negsparse,50000,4096,1,0.8000,0.0000,0.00006,37.703,37.703,37.703,0.209,5.119,1.074,31.302,3.05,512.0,2100.0
scan,negsparse_q0396_m50k,negsparse,50000,32768,1,0.9000,0.0000,0.00003,23.256,23.256,23.256,0.222,6.218,9.532,7.285,3.05,4096.0,2100.0
scan,negsparse_q0396_m150k,negsparse,150000,4096,1,0.7000,0.0000,0.00003,42.322,42.322,42.322,0.674,12.884,1.104,27.660,9.16,512.0,2100.0
scan,negsparse_q0396_m150k,negsparse,150000,32768,1,0.7000,0.0000,0.00004,33.302,33.302,33.302,0.643,15.902,9.504,7.254,9.16,4096.0,2100.0
scan,negsparse_q0396_m300k,negsparse,300000,4096,1,0.3000,0.0000,0.00005,52.525,52.525,52.525,1.445,24.897,1.329,24.854,18.31,512.0,2100.0
scan,negsparse_q0396_m300k,negsparse,300000,32768,1,0.4000,0.0000,0.00003,50.015,50.015,50.015,1.486,28.361,10.049,10.118,18.31,4096.0,2100.0
scan,negsparse_q0396_m1m,negsparse,1000000,4096,1,0.3000,0.0000,0.00007,146.225,146.225,146.225,10.688,114.840,1.631,19.066,61.04,512.0,2100.0
scan,negsparse_q0396_m1m,negsparse,1000000,32768,1,0.4000,0.0000,0.00005,147.589,147.589,147.589,10.895,115.259,11.268,10.168,61.04,4096.0,2100.0
scan,negsparse_q0396_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00006,229.494,229.494,229.494,16.325,190.657,1.768,20.744,122.07,512.0,2100.0
scan,negsparse_q0396_m2m,negsparse,2000000,32768,1,0.4000,0.0000,0.00001,230.231,230.231,230.231,16.231,191.269,11.321,11.410,122.07,4096.0,2100.0
scan,negsparse_q0396_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00007,259.173,259.173,259.173,28.866,213.965,1.870,14.472,244.14,512.0,2100.0
scan,negsparse_q0396_m4m,negsparse,4000000,32768,1,0.3000,0.0000,0.00001,268.035,268.035,268.035,28.482,216.259,11.884,11.411,244.14,4096.0,2100.0
scan,negsparse_q0412_m50k,negsparse,50000,4096,1,0.8000,0.0000,0.00003,35.002,35.002,35.002,0.213,5.097,0.854,28.838,3.05,512.0,2100.0
scan,negsparse_q0412_m50k,negsparse,50000,32768,1,0.8000,0.0000,0.00004,20.275,20.275,20.275,0.221,6.616,8.191,5.246,3.05,4096.0,2100.0
scan,negsparse_q0412_m150k,negsparse,150000,4096,1,0.5000,0.0000,0.00006,44.415,44.415,44.415,0.612,12.837,1.299,29.666,9.16,512.0,2100.0
scan,negsparse_q0412_m150k,negsparse,150000,32768,1,0.3000,0.0000,0.00009,34.908,34.908,34.908,0.649,14.798,8.583,10.879,9.16,4096.0,2100.0
scan,negsparse_q0412_m300k,negsparse,300000,4096,1,0.5000,0.0000,0.00001,52.528,52.528,52.528,1.361,24.795,1.331,25.041,18.31,512.0,2100.0
scan,negsparse_q0412_m300k,negsparse,300000,32768,1,0.5000,0.0000,0.00001,52.390,52.390,52.390,1.444,28.006,10.486,12.455,18.31,4096.0,2100.0
scan,negsparse_q0412_m1m,negsparse,1000000,4096,1,0.1000,0.0000,0.00003,149.049,149.049,149.049,10.966,114.592,1.657,21.835,61.04,512.0,2100.0
scan,negsparse_q0412_m1m,negsparse,1000000,32768,1,0.1000,0.0000,0.00004,150.307,150.307,150.307,10.991,115.635,11.672,12.009,61.04,4096.0,2100.0
scan,negsparse_q0412_m2m,negsparse,2000000,4096,1,0.1000,0.0000,0.00006,235.013,235.013,235.013,16.396,190.182,1.702,26.734,122.07,512.0,2100.0
scan,negsparse_q0412_m2m,negsparse,2000000,32768,1,0.0000,0.0000,0.00008,231.537,231.537,231.537,16.479,190.922,11.832,12.304,122.07,4096.0,2100.0
scan,negsparse_q0412_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00007,255.867,255.867,255.867,27.973,211.775,1.731,14.388,244.14,512.0,2100.0
scan,negsparse_q0412_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00009,263.710,263.710,263.710,28.635,213.255,11.462,10.358,244.14,4096.0,2100.0
scan,negsparse_q0414_m50k,negsparse,50000,4096,1,0.4000,0.0000,0.00011,29.013,29.013,29.013,0.214,5.147,0.852,22.800,3.05,512.0,2100.0
scan,negsparse_q0414_m50k,negsparse,50000,32768,1,0.7000,0.0000,0.00007,18.455,18.455,18.455,0.221,3.915,7.926,6.393,3.05,4096.0,2100.0
scan,negsparse_q0414_m150k,negsparse,150000,4096,1,0.4000,0.0000,0.00005,37.548,37.548,37.548,0.617,12.732,1.401,22.798,9.16,512.0,2100.0
scan,negsparse_q0414_m150k,negsparse,150000,32768,1,0.5000,0.0000,0.00003,35.658,35.658,35.658,0.644,15.178,9.341,10.496,9.16,4096.0,2100.0
scan,negsparse_q0414_m300k,negsparse,300000,4096,1,0.4000,0.0000,0.00005,48.052,48.052,48.052,1.355,24.909,1.327,20.462,18.31,512.0,2100.0
scan,negsparse_q0414_m300k,negsparse,300000,32768,1,0.3000,0.0000,0.00004,55.123,55.123,55.123,1.433,29.762,11.321,12.607,18.31,4096.0,2100.0
scan,negsparse_q0414_m1m,negsparse,1000000,4096,1,0.3000,0.0000,0.00002,148.551,148.551,148.551,10.884,115.232,1.712,20.723,61.04,512.0,2100.0
scan,negsparse_q0414_m1m,negsparse,1000000,32768,1,0.2000,0.0000,0.00004,149.000,149.000,149.000,10.781,115.469,11.344,11.406,61.04,4096.0,2100.0
scan,negsparse_q0414_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00009,231.408,231.408,231.408,16.335,194.206,1.825,19.042,122.07,512.0,2100.0
scan,negsparse_q0414_m2m,negsparse,2000000,32768,1,0.0000,0.0000,0.00006,228.953,228.953,228.953,16.359,191.402,11.435,9.757,122.07,4096.0,2100.0
scan,negsparse_q0414_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00006,256.011,256.011,256.011,28.224,213.315,1.816,12.656,244.14,512.0,2100.0
scan,negsparse_q0414_m4m,negsparse,4000000,32768,1,0.1000,0.0000,0.00004,262.926,262.926,262.926,28.236,213.860,12.112,8.718,244.14,4096.0,2100.0
scan,negsparse_q0419_m50k,negsparse,50000,4096,1,0.5000,0.0000,0.00009,30.796,30.796,30.796,0.225,5.044,0.873,24.654,3.05,512.0,2100.0
scan,negsparse_q0419_m50k,negsparse,50000,32768,1,0.5000,0.0000,0.00009,22.776,22.776,22.776,0.220,5.342,8.180,9.033,3.05,4096.0,2100.0
scan,negsparse_q0419_m150k,negsparse,150000,4096,1,0.1000,0.0000,0.00022,36.262,36.262,36.262,0.625,12.866,1.193,21.579,9.16,512.0,2100.0
scan,negsparse_q0419_m150k,negsparse,150000,32768,1,0.1000,0.0000,0.00017,36.172,36.172,36.172,0.644,15.820,8.554,11.154,9.16,4096.0,2100.0
scan,negsparse_q0419_m300k,negsparse,300000,4096,1,0.1000,0.0000,0.00009,46.143,46.143,46.143,1.491,24.938,1.282,18.433,18.31,512.0,2100.0
scan,negsparse_q0419_m300k,negsparse,300000,32768,1,0.2000,0.0000,0.00005,51.562,51.562,51.562,1.481,28.692,9.969,11.420,18.31,4096.0,2100.0
scan,negsparse_q0419_m1m,negsparse,1000000,4096,1,0.3000,0.0000,0.00006,143.236,143.236,143.236,10.798,114.322,1.717,16.399,61.04,512.0,2100.0
scan,negsparse_q0419_m1m,negsparse,1000000,32768,1,0.1000,0.0000,0.00007,155.622,155.622,155.622,10.803,116.076,12.567,16.176,61.04,4096.0,2100.0
scan,negsparse_q0419_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00007,231.600,231.600,231.600,16.601,191.032,1.769,22.198,122.07,512.0,2100.0
scan,negsparse_q0419_m2m,negsparse,2000000,32768,1,0.1000,0.0000,0.00003,236.329,236.329,236.329,16.593,192.832,11.784,15.119,122.07,4096.0,2100.0
scan,negsparse_q0419_m4m,negsparse,4000000,4096,1,0.1000,0.0000,0.00005,256.632,256.632,256.632,28.080,211.820,1.766,14.966,244.14,512.0,2100.0
scan,negsparse_q0419_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00005,262.437,262.437,262.437,28.422,214.067,11.528,8.420,244.14,4096.0,2100.0
scan,negsparse_q0422_m50k,negsparse,50000,4096,1,0.9000,0.0000,0.00003,32.607,32.607,32.607,0.220,5.005,0.965,26.417,3.05,512.0,2100.0
scan,negsparse_q0422_m50k,negsparse,50000,32768,1,1.0000,1.0000,0.00000,19.784,19.784,19.784,0.222,6.444,7.666,5.452,3.05,4096.0,2100.0
scan,negsparse_q0422_m150k,negsparse,150000,4096,1,0.6000,0.0000,0.00004,35.193,35.193,35.193,0.615,12.742,1.096,20.741,9.16,512.0,2100.0
scan,negsparse_q0422_m150k,negsparse,150000,32768,1,0.9000,0.0000,0.00000,32.363,32.363,32.363,0.637,14.790,9.319,7.616,9.16,4096.0,2100.0
scan,negsparse_q0422_m300k,negsparse,300000,4096,1,0.3000,0.0000,0.00007,50.831,50.831,50.831,1.415,24.988,1.471,22.957,18.31,512.0,2100.0
scan,negsparse_q0422_m300k,negsparse,300000,32768,1,0.4000,0.0000,0.00003,50.476,50.476,50.476,1.473,28.423,9.914,10.665,18.31,4096.0,2100.0
scan,negsparse_q0422_m1m,negsparse,1000000,4096,1,0.2000,0.0000,0.00007,148.013,148.013,148.013,10.582,114.853,1.778,20.800,61.04,512.0,2100.0
scan,negsparse_q0422_m1m,negsparse,1000000,32768,1,0.3000,0.0000,0.00005,150.777,150.777,150.777,10.667,115.663,11.639,12.809,61.04,4096.0,2100.0
scan,negsparse_q0422_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00008,227.582,227.582,227.582,16.249,191.237,1.783,18.313,122.07,512.0,2100.0
scan,negsparse_q0422_m2m,negsparse,2000000,32768,1,0.1000,0.0000,0.00005,236.390,236.390,236.390,16.736,194.769,12.220,12.665,122.07,4096.0,2100.0
scan,negsparse_q0422_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00007,262.943,262.943,262.943,28.807,213.067,1.805,19.264,244.14,512.0,2100.0
scan,negsparse_q0422_m4m,negsparse,4000000,32768,1,0.1000,0.0000,0.00003,262.329,262.329,262.329,28.186,213.465,11.792,8.886,244.14,4096.0,2100.0
scan,negsparse_q0429_m50k,negsparse,50000,4096,1,0.9000,0.0000,0.00001,29.641,29.641,29.641,0.212,4.947,0.836,23.646,3.05,512.0,2100.0
scan,negsparse_q0429_m50k,negsparse,50000,32768,1,0.9000,0.0000,0.00001,18.783,18.783,18.783,0.220,5.566,9.696,3.301,3.05,4096.0,2100.0
scan,negsparse_q0429_m150k,negsparse,150000,4096,1,0.4000,0.0000,0.00004,34.176,34.176,34.176,0.611,12.777,1.101,19.686,9.16,512.0,2100.0
scan,negsparse_q0429_m150k,negsparse,150000,32768,1,0.4000,0.0000,0.00003,32.098,32.098,32.098,0.639,15.769,9.019,6.671,9.16,4096.0,2100.0
scan,negsparse_q0429_m300k,negsparse,300000,4096,1,0.2000,0.0000,0.00009,44.513,44.513,44.513,1.407,25.022,1.324,16.760,18.31,512.0,2100.0
scan,negsparse_q0429_m300k,negsparse,300000,32768,1,0.2000,0.0000,0.00008,45.098,45.098,45.098,1.467,27.788,9.820,6.022,18.31,4096.0,2100.0
scan,negsparse_q0429_m1m,negsparse,1000000,4096,1,0.2000,0.0000,0.00008,146.852,146.852,146.852,10.733,114.770,1.591,19.758,61.04,512.0,2100.0
