method,filter,family,size,b1,queries,recall_at_10,perfect_frac,sim_regret,p50_ms,p95_ms,p99_ms,allow_iter_p50_ms,stage1_p50_ms,stage2_p50_ms,stage3_p50_ms,stage1_mb_per_q,stage2_kb_per_q,stage3_kb_per_q
scan,negsparse_q0155_m2m,negsparse,2000000,32768,1,0.0000,0.0000,0.00005,231.642,231.642,231.642,16.727,191.816,11.958,11.141,122.07,4096.0,2100.0
scan,negsparse_q0155_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00007,258.796,258.796,258.796,28.675,213.606,1.843,14.672,244.14,512.0,2100.0
scan,negsparse_q0155_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00006,265.756,265.756,265.756,28.913,217.208,11.635,8.001,244.14,4096.0,2100.0
scan,negsparse_q0157_m50k,negsparse,50000,4096,1,0.7000,0.0000,0.00003,25.503,25.503,25.503,0.214,4.836,0.869,19.584,3.05,512.0,2100.0
scan,negsparse_q0157_m50k,negsparse,50000,32768,1,0.7000,0.0000,0.00003,18.401,18.401,18.401,0.225,3.706,7.758,6.712,3.05,4096.0,2100.0
scan,negsparse_q0157_m150k,negsparse,150000,4096,1,0.4000,0.0000,0.00006,33.864,33.864,33.864,0.626,12.648,1.063,19.527,9.16,512.0,2100.0
scan,negsparse_q0157_m150k,negsparse,150000,32768,1,0.6000,0.0000,0.00004,34.986,34.986,34.986,0.643,15.285,9.540,9.518,9.16,4096.0,2100.0
scan,negsparse_q0157_m300k,negsparse,300000,4096,1,0.2000,0.0000,0.00008,45.584,45.584,45.584,1.341,24.901,1.350,17.992,18.31,512.0,2100.0
scan,negsparse_q0157_m300k,negsparse,300000,32768,1,0.5000,0.0000,0.00003,48.228,48.228,48.228,1.386,27.776,10.798,8.268,18.31,4096.0,2100.0
scan,negsparse_q0157_m1m,negsparse,1000000,4096,1,0.0000,0.0000,0.00005,144.572,144.572,144.572,11.090,116.335,1.773,15.373,61.04,512.0,2100.0
scan,negsparse_q0157_m1m,negsparse,1000000,32768,1,0.1000,0.0000,0.00003,148.523,148.523,148.523,11.118,115.445,11.470,10.489,61.04,4096.0,2100.0
scan,negsparse_q0157_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00007,230.211,230.211,230.211,16.480,194.545,1.969,17.217,122.07,512.0,2100.0
scan,negsparse_q0157_m2m,negsparse,2000000,32768,1,0.0000,0.0000,0.00006,236.972,236.972,236.972,16.816,195.509,11.651,12.996,122.07,4096.0,2100.0
scan,negsparse_q0157_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00003,261.829,261.829,261.829,28.327,217.511,1.760,14.231,244.14,512.0,2100.0
scan,negsparse_q0157_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00005,262.476,262.476,262.476,28.319,214.374,11.916,7.867,244.14,4096.0,2100.0
scan,negsparse_q0168_m50k,negsparse,50000,4096,1,0.7000,0.0000,0.00008,30.550,30.550,30.550,0.215,5.087,0.955,24.293,3.05,512.0,2100.0
scan,negsparse_q0168_m50k,negsparse,50000,32768,1,0.9000,0.0000,0.00003,19.105,19.105,19.105,0.220,4.575,8.173,6.136,3.05,4096.0,2100.0
scan,negsparse_q0168_m150k,negsparse,150000,4096,1,0.6000,0.0000,0.00004,33.549,33.549,33.549,0.628,12.735,1.185,19.001,9.16,512.0,2100.0
scan,negsparse_q0168_m150k,negsparse,150000,32768,1,0.7000,0.0000,0.00003,31.097,31.097,31.097,0.642,15.071,8.622,6.763,9.16,4096.0,2100.0
scan,negsparse_q0168_m300k,negsparse,300000,4096,1,0.4000,0.0000,0.00006,45.888,45.888,45.888,1.436,25.019,1.279,18.154,18.31,512.0,2100.0
scan,negsparse_q0168_m300k,negsparse,300000,32768,1,0.5000,0.0000,0.00003,50.073,50.073,50.073,1.500,28.103,9.608,10.861,18.31,4096.0,2100.0
scan,negsparse_q0168_m1m,negsparse,1000000,4096,1,0.0000,0.0000,0.00008,141.972,141.972,141.972,10.922,114.183,1.758,15.110,61.04,512.0,2100.0
scan,negsparse_q0168_m1m,negsparse,1000000,32768,1,0.0000,0.0000,0.00004,150.442,150.442,150.442,10.910,115.602,12.512,11.418,61.04,4096.0,2100.0
scan,negsparse_q0168_m2m,negsparse,2000000,4096,1,0.1000,0.0000,0.00006,226.637,226.637,226.637,16.627,192.277,1.759,15.974,122.07,512.0,2100.0
scan,negsparse_q0168_m2m,negsparse,2000000,32768,1,0.2000,0.0000,0.00003,231.519,231.519,231.519,17.132,192.732,11.692,9.963,122.07,4096.0,2100.0
scan,negsparse_q0168_m4m,negsparse,4000000,4096,1,0.1000,0.0000,0.00006,299.763,299.763,299.763,28.295,255.777,1.863,13.828,244.14,512.0,2100.0
scan,negsparse_q0168_m4m,negsparse,4000000,32768,1,0.1000,0.0000,0.00004,267.075,267.075,267.075,28.600,217.286,12.219,8.969,244.14,4096.0,2100.0
scan,negsparse_q0183_m50k,negsparse,50000,4096,1,0.9000,0.0000,0.00003,34.229,34.229,34.229,0.218,4.994,0.925,28.092,3.05,512.0,2100.0
scan,negsparse_q0183_m50k,negsparse,50000,32768,1,0.8000,0.0000,0.00004,22.111,22.111,22.111,0.220,6.697,8.583,6.611,3.05,4096.0,2100.0
scan,negsparse_q0183_m150k,negsparse,150000,4096,1,0.7000,0.0000,0.00004,37.751,37.751,37.751,0.655,12.817,1.024,23.255,9.16,512.0,2100.0
scan,negsparse_q0183_m150k,negsparse,150000,32768,1,0.6000,0.0000,0.00004,33.511,33.511,33.511,0.660,15.777,9.745,7.329,9.16,4096.0,2100.0
scan,negsparse_q0183_m300k,negsparse,300000,4096,1,0.1000,0.0000,0.00008,49.259,49.259,49.259,1.384,24.857,1.414,21.603,18.31,512.0,2100.0
scan,negsparse_q0183_m300k,negsparse,300000,32768,1,0.3000,0.0000,0.00005,49.394,49.394,49.394,1.427,27.938,9.231,10.798,18.31,4096.0,2100.0
scan,negsparse_q0183_m1m,negsparse,1000000,4096,1,0.1000,0.0000,0.00010,147.986,147.986,147.986,10.804,115.629,1.802,19.751,61.04,512.0,2100.0
scan,negsparse_q0183_m1m,negsparse,1000000,32768,1,0.1000,0.0000,0.00007,173.438,173.438,173.438,19.012,129.121,11.691,13.614,61.04,4096.0,2100.0
scan,negsparse_q0183_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00008,229.012,229.012,229.012,16.650,193.021,1.845,17.496,122.07,512.0,2100.0
scan,negsparse_q0183_m2m,negsparse,2000000,32768,1,0.1000,0.0000,0.00004,261.865,261.865,261.865,16.619,222.059,11.410,11.777,122.07,4096.0,2100.0
scan,negsparse_q0183_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00007,256.144,256.144,256.144,28.214,211.274,1.812,14.845,244.14,512.0,2100.0
scan,negsparse_q0183_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00005,269.355,269.355,269.355,28.732,217.925,12.364,10.334,244.14,4096.0,2100.0
scan,negsparse_q0184_m50k,negsparse,50000,4096,1,0.7000,0.0000,0.00003,33.071,33.071,33.071,0.219,5.422,0.907,26.522,3.05,512.0,2100.0
scan,negsparse_q0184_m50k,negsparse,50000,32768,1,0.9000,0.0000,0.00001,25.108,25.108,25.108,0.220,5.263,8.454,11.171,3.05,4096.0,2100.0
scan,negsparse_q0184_m150k,negsparse,150000,4096,1,0.3000,0.0000,0.00018,37.034,37.034,37.034,0.651,13.010,1.134,22.239,9.16,512.0,2100.0
scan,negsparse_q0184_m150k,negsparse,150000,32768,1,0.5000,0.0000,0.00008,36.985,36.985,36.985,0.653,14.853,9.082,12.397,9.16,4096.0,2100.0
scan,negsparse_q0184_m300k,negsparse,300000,4096,1,0.2000,0.0000,0.00006,50.588,50.588,50.588,1.357,24.802,1.293,23.136,18.31,512.0,2100.0
scan,negsparse_q0184_m300k,negsparse,300000,32768,1,0.2000,0.0000,0.00004,49.537,49.537,49.537,1.373,28.159,9.370,10.635,18.31,4096.0,2100.0
scan,negsparse_q0184_m1m,negsparse,1000000,4096,1,0.2000,0.0000,0.00006,145.660,145.660,145.660,10.770,114.298,1.680,18.913,61.04,512.0,2100.0
scan,negsparse_q0184_m1m,negsparse,1000000,32768,1,0.5000,0.0000,0.00002,148.465,148.465,148.465,10.831,113.969,10.940,12.726,61.04,4096.0,2100.0
scan,negsparse_q0184_m2m,negsparse,2000000,4096,1,0.1000,0.0000,0.00009,225.995,225.995,225.995,16.578,190.016,1.899,17.503,122.07,512.0,2100.0
scan,negsparse_q0184_m2m,negsparse,2000000,32768,1,0.1000,0.0000,0.00003,227.699,227.699,227.699,16.477,190.941,11.650,8.631,122.07,4096.0,2100.0
scan,negsparse_q0184_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00006,301.598,301.598,301.598,28.651,250.652,2.864,19.431,244.14,512.0,2100.0
scan,negsparse_q0184_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00002,285.802,285.802,285.802,29.916,232.465,11.606,11.816,244.14,4096.0,2100.0
scan,negsparse_q0185_m50k,negsparse,50000,4096,1,0.9000,0.0000,0.00003,30.442,30.442,30.442,0.212,4.908,0.872,24.451,3.05,512.0,2100.0
scan,negsparse_q0185_m50k,negsparse,50000,32768,1,0.8000,0.0000,0.00008,20.114,20.114,20.114,0.221,6.931,8.852,4.111,3.05,4096.0,2100.0
scan,negsparse_q0185_m150k,negsparse,150000,4096,1,0.6000,0.0000,0.00002,36.917,36.917,36.917,0.630,12.780,1.093,22.414,9.16,512.0,2100.0
scan,negsparse_q0185_m150k,negsparse,150000,32768,1,0.5000,0.0000,0.00003,34.203,34.203,34.203,0.683,16.127,9.663,7.730,9.16,4096.0,2100.0
scan,negsparse_q0185_m300k,negsparse,300000,4096,1,0.3000,0.0000,0.00005,54.682,54.682,54.682,1.537,25.602,1.528,26.015,18.31,512.0,2100.0
scan,negsparse_q0185_m300k,negsparse,300000,32768,1,0.3000,0.0000,0.00005,59.982,59.982,59.982,1.596,30.247,12.592,15.547,18.31,4096.0,2100.0
scan,negsparse_q0185_m1m,negsparse,1000000,4096,1,0.0000,0.0000,0.00007,147.946,147.946,147.946,10.811,116.601,1.832,18.702,61.04,512.0,2100.0
scan,negsparse_q0185_m1m,negsparse,1000000,32768,1,0.1000,0.0000,0.00005,152.893,152.893,152.893,10.996,117.935,11.058,12.903,61.04,4096.0,2100.0
scan,negsparse_q0185_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00005,230.395,230.395,230.395,16.497,193.520,1.858,18.520,122.07,512.0,2100.0
scan,negsparse_q0185_m2m,negsparse,2000000,32768,1,0.1000,0.0000,0.00004,233.870,233.870,233.870,16.731,195.390,11.485,10.263,122.07,4096.0,2100.0
scan,negsparse_q0185_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00006,258.458,258.458,258.458,28.371,212.808,1.803,15.477,244.14,512.0,2100.0
scan,negsparse_q0185_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00004,263.788,263.788,263.788,28.650,214.581,12.030,8.527,244.14,4096.0,2100.0
scan,negsparse_q0211_m50k,negsparse,50000,4096,1,0.9000,0.0000,0.00003,34.287,34.287,34.287,0.207,4.750,0.844,28.486,3.05,512.0,2100.0
scan,negsparse_q0211_m50k,negsparse,50000,32768,1,0.9000,0.0000,0.00003,15.933,15.933,15.933,0.220,3.678,7.883,4.153,3.05,4096.0,2100.0
scan,negsparse_q0211_m150k,negsparse,150000,4096,1,0.5000,0.0000,0.00003,36.990,36.990,36.990,0.652,12.595,1.077,22.666,9.16,512.0,2100.0
scan,negsparse_q0211_m150k,negsparse,150000,32768,1,0.7000,0.0000,0.00002,32.723,32.723,32.723,0.663,14.483,9.806,7.770,9.16,4096.0,2100.0
scan,negsparse_q0211_m300k,negsparse,300000,4096,1,0.2000,0.0000,0.00008,53.614,53.614,53.614,1.434,24.966,1.333,25.881,18.31,512.0,2100.0
scan,negsparse_q0211_m300k,negsparse,300000,32768,1,0.4000,0.0000,0.00005,47.214,47.214,47.214,1.456,27.946,9.880,7.932,18.31,4096.0,2100.0
scan,negsparse_q0211_m1m,negsparse,1000000,4096,1,0.0000,0.0000,0.00007,150.043,150.043,150.043,10.784,114.201,1.604,23.455,61.04,512.0,2100.0
scan,negsparse_q0211_m1m,negsparse,1000000,32768,1,0.1000,0.0000,0.00008,152.334,152.334,152.334,10.768,116.417,13.168,11.980,61.04,4096.0,2100.0
scan,negsparse_q0211_m2m,negsparse,2000000,4096,1,0.1000,0.0000,0.00008,234.142,234.142,234.142,16.888,192.236,1.821,23.197,122.07,512.0,2100.0
scan,negsparse_q0211_m2m,negsparse,2000000,32768,1,0.0000,0.0000,0.00003,231.823,231.823,231.823,16.524,190.133,11.394,13.772,122.07,4096.0,2100.0
scan,negsparse_q0211_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00005,360.607,360.607,360.607,28.936,313.931,2.060,15.680,244.14,512.0,2100.0
scan,negsparse_q0211_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00003,274.137,274.137,274.137,30.088,221.173,12.291,10.585,244.14,4096.0,2100.0
scan,negsparse_q0221_m50k,negsparse,50000,4096,1,0.8000,0.0000,0.00006,32.105,32.105,32.105,0.210,5.408,1.234,25.252,3.05,512.0,2100.0
scan,negsparse_q0221_m50k,negsparse,50000,32768,1,1.0000,1.0000,0.00000,27.798,27.798,27.798,0.222,7.120,8.550,11.906,3.05,4096.0,2100.0
scan,negsparse_q0221_m150k,negsparse,150000,4096,1,0.5000,0.0000,0.00007,35.588,35.588,35.588,0.667,13.167,1.163,20.591,9.16,512.0,2100.0
scan,negsparse_q0221_m150k,negsparse,150000,32768,1,0.9000,0.0000,0.00000,35.637,35.637,35.637,0.651,15.053,10.998,8.935,9.16,4096.0,2100.0
scan,negsparse_q0221_m300k,negsparse,300000,4096,1,0.1000,0.0000,0.00004,48.685,48.685,48.685,1.445,25.213,1.372,20.655,18.31,512.0,2100.0
scan,negsparse_q0221_m300k,negsparse,300000,32768,1,0.2000,0.0000,0.00004,51.858,51.858,51.858,1.510,28.119,11.390,10.839,18.31,4096.0,2100.0
scan,negsparse_q0221_m1m,negsparse,1000000,4096,1,0.2000,0.0000,0.00003,150.834,150.834,150.834,11.090,118.660,1.738,19.345,61.04,512.0,2100.0
scan,negsparse_q0221_m1m,negsparse,1000000,32768,1,0.3000,0.0000,0.00002,150.652,150.652,150.652,11.116,116.787,11.629,11.120,61.04,4096.0,2100.0
scan,negsparse_q0221_m2m,negsparse,2000000,4096,1,0.1000,0.0000,0.00006,229.122,229.122,229.122,16.492,193.378,1.901,17.351,122.07,512.0,2100.0
scan,negsparse_q0221_m2m,negsparse,2000000,32768,1,0.0000,0.0000,0.00005,232.331,232.331,232.331,16.572,191.197,11.570,12.992,122.07,4096.0,2100.0
scan,negsparse_q0221_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00005,260.756,260.756,260.756,28.127,212.889,1.924,17.816,244.14,512.0,2100.0
scan,negsparse_q0221_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00004,275.448,275.448,275.448,31.251,220.332,12.729,11.136,244.14,4096.0,2100.0
scan,negsparse_q0238_m50k,negsparse,50000,4096,1,0.7000,0.0000,0.00003,36.165,36.165,36.165,0.222,5.326,1.229,29.389,3.05,512.0,2100.0
scan,negsparse_q0238_m50k,negsparse,50000,32768,1,0.8000,0.0000,0.00001,29.916,29.916,29.916,0.223,9.026,12.173,8.494,3.05,4096.0,2100.0
scan,negsparse_q0238_m150k,negsparse,150000,4096,1,0.3000,0.0000,0.00006,37.101,37.101,37.101,0.644,13.848,1.529,21.080,9.16,512.0,2100.0
scan,negsparse_q0238_m150k,negsparse,150000,32768,1,0.6000,0.0000,0.00002,36.960,36.960,36.960,0.674,16.454,11.645,8.187,9.16,4096.0,2100.0
scan,negsparse_q0238_m300k,negsparse,300000,4096,1,0.2000,0.0000,0.00004,49.462,49.462,49.462,1.450,26.433,1.770,19.809,18.31,512.0,2100.0
scan,negsparse_q0238_m300k,negsparse,300000,32768,1,0.4000,0.0000,0.00002,52.140,52.140,52.140,1.524,29.314,11.325,9.977,18.31,4096.0,2100.0
scan,negsparse_q0238_m1m,negsparse,1000000,4096,1,0.1000,0.0000,0.00005,151.078,151.078,151.078,10.708,118.173,1.807,20.390,61.04,512.0,2100.0
scan,negsparse_q0238_m1m,negsparse,1000000,32768,1,0.2000,0.0000,0.00003,156.700,156.700,156.700,11.121,119.447,12.172,13.961,61.04,4096.0,2100.0
scan,negsparse_q0238_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00009,232.684,232.684,232.684,16.662,195.198,1.773,19.051,122.07,512.0,2100.0
scan,negsparse_q0238_m2m,negsparse,2000000,32768,1,0.1000,0.0000,0.00004,241.510,241.510,241.510,16.797,195.814,13.503,15.396,122.07,4096.0,2100.0
scan,negsparse_q0238_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00006,260.836,260.836,260.836,29.105,215.141,1.838,14.752,244.14,512.0,2100.0
scan,negsparse_q0238_m4m,negsparse,4000000,32768,1,0.1000,0.0000,0.00004,269.732,269.732,269.732,28.510,219.138,12.313,9.770,244.14,4096.0,2100.0
scan,negsparse_q0259_m50k,negsparse,50000,4096,1,0.9000,0.0000,0.00002,26.753,26.753,26.753,0.222,5.281,0.998,20.252,3.05,512.0,2100.0
scan,negsparse_q0259_m50k,negsparse,50000,32768,1,1.0000,1.0000,0.00000,24.118,24.118,24.118,0.222,7.176,8.904,7.817,3.05,4096.0,2100.0
scan,negsparse_q0259_m150k,negsparse,150000,4096,1,0.3000,0.0000,0.00008,41.570,41.570,41.570,0.615,13.194,1.293,26.468,9.16,512.0,2100.0
scan,negsparse_q0259_m150k,negsparse,150000,32768,1,0.4000,0.0000,0.00006,38.248,38.248,38.248,0.655,15.197,10.383,12.013,9.16,4096.0,2100.0
scan,negsparse_q0259_m300k,negsparse,300000,4096,1,0.2000,0.0000,0.00006,47.629,47.629,47.629,1.484,25.472,1.728,18.946,18.31,512.0,2100.0
scan,negsparse_q0259_m300k,negsparse,300000,32768,1,0.6000,0.0000,0.00001,56.073,56.073,56.073,1.477,29.435,13.458,11.704,18.31,4096.0,2100.0
scan,negsparse_q0259_m1m,negsparse,1000000,4096,1,0.1000,0.0000,0.00007,149.081,149.081,149.081,10.805,117.244,1.882,19.150,61.04,512.0,2100.0
scan,negsparse_q0259_m1m,negsparse,1000000,32768,1,0.2000,0.0000,0.00004,152.812,152.812,152.812,11.022,116.769,11.738,13.284,61.04,4096.0,2100.0
scan,negsparse_q0259_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00006,226.076,226.076,226.076,16.341,192.655,1.887,15.193,122.07,512.0,2100.0
scan,negsparse_q0259_m2m,negsparse,2000000,32768,1,0.0000,0.0000,0.00004,231.823,231.823,231.823,16.538,191.569,11.907,11.809,122.07,4096.0,2100.0
scan,negsparse_q0259_m4m,negsparse,4000000,4096,1,0.1000,0.0000,0.00004,263.171,263.171,263.171,28.576,217.402,1.852,15.341,244.14,512.0,2100.0
scan,negsparse_q0259_m4m,negsparse,4000000,32768,1,0.1000,0.0000,0.00004,265.512,265.512,265.512,29.018,215.031,12.032,9.431,244.14,4096.0,2100.0
scan,negsparse_q0287_m50k,negsparse,50000,4096,1,0.5000,0.0000,0.00010,31.051,31.051,31.051,0.206,4.747,0.844,25.254,3.05,512.0,2100.0
scan,negsparse_q0287_m50k,negsparse,50000,32768,1,0.7000,0.0000,0.00009,22.570,22.570,22.570,0.219,5.447,7.721,9.183,3.05,4096.0,2100.0
scan,negsparse_q0287_m150k,negsparse,150000,4096,1,0.2000,0.0000,0.00008,36.520,36.520,36.520,0.623,12.860,1.233,21.804,9.16,512.0,2100.0
scan,negsparse_q0287_m150k,negsparse,150000,32768,1,0.3000,0.0000,0.00007,35.143,35.143,35.143,0.664,16.231,9.504,8.744,9.16,4096.0,2100.0
scan,negsparse_q0287_m300k,negsparse,300000,4096,1,0.2000,0.0000,0.00006,46.921,46.921,46.921,1.433,24.922,1.643,18.924,18.31,512.0,2100.0
scan,negsparse_q0287_m300k,negsparse,300000,32768,1,0.3000,0.0000,0.00005,49.004,49.004,49.004,1.389,28.198,9.940,9.477,18.31,4096.0,2100.0
scan,negsparse_q0287_m1m,negsparse,1000000,4096,1,0.2000,0.0000,0.00009,149.541,149.541,149.541,10.880,117.903,1.970,18.788,61.04,512.0,2100.0
scan,negsparse_q0287_m1m,negsparse,1000000,32768,1,0.0000,0.0000,0.00007,151.480,151.480,151.480,10.899,116.560,11.772,12.248,61.04,4096.0,2100.0
scan,negsparse_q0287_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00008,222.718,222.718,222.718,16.376,191.985,1.844,12.513,122.07,512.0,2100.0
scan,negsparse_q0287_m2m,negsparse,2000000,32768,1,0.0000,0.0000,0.00004,231.525,231.525,231.525,16.505,192.355,11.379,11.285,122.07,4096.0,2100.0
scan,negsparse_q0287_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00005,259.315,259.315,259.315,28.466,215.713,1.913,13.223,244.14,512.0,2100.0
scan,negsparse_q0287_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00005,266.948,266.948,266.948,28.167,214.454,12.709,11.618,244.14,4096.0,2100.0
scan,negsparse_q0308_m50k,negsparse,50000,4096,1,0.8000,0.0000,0.00003,49.015,49.015,49.015,0.216,5.358,0.922,42.519,3.05,512.0,2100.0
scan,negsparse_q0308_m50k,negsparse,50000,32768,1,0.9000,0.0000,0.00001,25.080,25.080,25.080,0.242,7.110,8.350,9.378,3.05,4096.0,2100.0
scan,negsparse_q0308_m150k,negsparse,150000,4096,1,0.4000,0.0000,0.00006,39.366,39.366,39.366,0.667,12.747,1.301,24.652,9.16,512.0,2100.0
scan,negsparse_q0308_m150k,negsparse,150000,32768,1,0.5000,0.0000,0.00004,34.193,34.193,34.193,0.655,14.085,9.430,10.023,9.16,4096.0,2100.0
scan,negsparse_q0308_m300k,negsparse,300000,4096,1,0.4000,0.0000,0.00005,51.098,51.098,51.098,1.339,24.745,1.420,23.594,18.31,512.0,2100.0
scan,negsparse_q0308_m300k,negsparse,300000,32768,1,0.4000,0.0000,0.00004,52.705,52.705,52.705,1.364,27.869,10.161,13.312,18.31,4096.0,2100.0
scan,negsparse_q0308_m1m,negsparse,1000000,4096,1,0.0000,0.0000,0.00006,144.102,144.102,144.102,10.713,115.134,1.703,16.552,61.04,512.0,2100.0
scan,negsparse_q0308_m1m,negsparse,1000000,32768,1,0.1000,0.0000,0.00004,151.205,151.205,151.205,10.771,115.333,11.543,13.559,61.04,4096.0,2100.0
scan,negsparse_q0308_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00007,231.614,231.614,231.614,16.295,195.080,1.813,18.426,122.07,512.0,2100.0
scan,negsparse_q0308_m2m,negsparse,2000000,32768,1,0.0000,0.0000,0.00004,237.898,237.898,237.898,16.964,194.575,13.064,13.295,122.07,4096.0,2100.0
scan,negsparse_q0308_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00006,263.684,263.684,263.684,28.277,216.793,1.846,16.768,244.14,512.0,2100.0
scan,negsparse_q0308_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00006,277.472,277.472,277.472,29.468,225.776,12.117,10.111,244.14,4096.0,2100.0
scan,negsparse_q0314_m50k,negsparse,50000,4096,1,0.7000,0.0000,0.00009,29.724,29.724,29.724,0.220,5.373,0.977,23.154,3.05,512.0,2100.0
scan,negsparse_q0314_m50k,negsparse,50000,32768,1,1.0000,1.0000,0.00000,21.751,21.751,21.751,0.219,5.902,7.948,7.683,3.05,4096.0,2100.0
scan,negsparse_q0314_m150k,negsparse,150000,4096,1,0.6000,0.0000,0.00009,36.596,36.596,36.596,0.621,13.072,1.209,21.694,9.16,512.0,2100.0
scan,negsparse_q0314_m150k,negsparse,150000,32768,1,0.3000,0.0000,0.00009,42.602,42.602,42.602,0.642,15.625,12.422,13.913,9.16,4096.0,2100.0
scan,negsparse_q0314_m300k,negsparse,300000,4096,1,0.2000,0.0000,0.00006,49.746,49.746,49.746,1.413,24.847,1.893,21.593,18.31,512.0,2100.0
scan,negsparse_q0314_m300k,negsparse,300000,32768,1,0.2000,0.0000,0.00005,49.119,49.119,49.119,1.358,27.245,10.348,10.168,18.31,4096.0,2100.0
scan,negsparse_q0314_m1m,negsparse,1000000,4096,1,0.2000,0.0000,0.00003,151.051,151.051,151.051,11.595,117.515,1.778,20.163,61.04,512.0,2100.0
scan,negsparse_q0314_m1m,negsparse,1000000,32768,1,0.2000,0.0000,0.00002,156.922,156.922,156.922,10.950,119.315,12.287,14.371,61.04,4096.0,2100.0
scan,negsparse_q0314_m2m,negsparse,2000000,4096,1,0.1000,0.0000,0.00004,228.249,228.249,228.249,16.612,193.241,1.696,16.700,122.07,512.0,2100.0
scan,negsparse_q0314_m2m,negsparse,2000000,32768,1,0.2000,0.0000,0.00002,230.247,230.247,230.247,16.471,191.561,11.404,10.811,122.07,4096.0,2100.0
scan,negsparse_q0314_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00003,253.934,253.934,253.934,28.489,212.081,1.764,11.601,244.14,512.0,2100.0
scan,negsparse_q0314_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00002,264.288,264.288,264.288,28.369,214.913,11.928,9.078,244.14,4096.0,2100.0
scan,negsparse_q0322_m50k,negsparse,50000,4096,1,0.6000,0.0000,0.00004,29.946,29.946,29.946,0.211,5.028,0.866,23.841,3.05,512.0,2100.0
scan,negsparse_q0322_m50k,negsparse,50000,32768,1,0.7000,0.0000,0.00003,20.796,20.796,20.796,0.222,6.324,7.797,6.453,3.05,4096.0,2100.0
scan,negsparse_q0322_m150k,negsparse,150000,4096,1,0.6000,0.0000,0.00005,38.916,38.916,38.916,0.621,12.613,1.055,24.626,9.16,512.0,2100.0
scan,negsparse_q0322_m150k,negsparse,150000,32768,1,0.6000,0.0000,0.00005,34.524,34.524,34.524,0.659,15.296,9.168,9.401,9.16,4096.0,2100.0
scan,negsparse_q0322_m300k,negsparse,300000,4096,1,0.3000,0.0000,0.00005,50.513,50.513,50.513,1.493,24.989,1.414,22.617,18.31,512.0,2100.0
scan,negsparse_q0322_m300k,negsparse,300000,32768,1,0.4000,0.0000,0.00003,57.191,57.191,57.191,1.568,28.706,10.846,16.070,18.31,4096.0,2100.0
scan,negsparse_q0322_m1m,negsparse,1000000,4096,1,0.0000,0.0000,0.00008,145.477,145.477,145.477,10.856,114.936,1.704,17.981,61.04,512.0,2100.0
scan,negsparse_q0322_m1m,negsparse,1000000,32768,1,0.1000,0.0000,0.00004,149.557,149.557,149.557,10.760,115.803,11.318,11.677,61.04,4096.0,2100.0
scan,negsparse_q0322_m2m,negsparse,2000000,4096,1,0.0000,0.0000,0.00006,232.037,232.037,232.037,17.184,192.015,1.757,21.082,122.07,512.0,2100.0
scan,negsparse_q0322_m2m,negsparse,2000000,32768,1,0.0000,0.0000,0.00005,234.367,234.367,234.367,16.537,191.176,11.861,14.792,122.07,4096.0,2100.0
scan,negsparse_q0322_m4m,negsparse,4000000,4096,1,0.0000,0.0000,0.00004,258.826,258.826,258.826,28.213,211.884,1.832,16.897,244.14,512.0,2100.0
scan,negsparse_q0322_m4m,negsparse,4000000,32768,1,0.0000,0.0000,0.00004,264.463,264.463,264.463,28.817,213.840,12.074,9.733,244.14,4096.0,2100.0
scan,negsparse_q0334_m50k,negsparse,50000,4096,1,0.9000,0.0000,0.00002,32.086,32.086,32.086,0.206,5.087,0.859,25.933,3.05,512.0,2100.0
scan,negsparse_q0334_m50k,negsparse,50000,32768,1,1.0000,1.0000,0.00000,19.695,19.695,19.695,0.219,5.020,8.383,6.074,3.05,4096.0,2100.0
