dataset,filter,family,size,strategy,ef,pass,queries,recall_at_10,perfect_frac,sim_regret,p50_ms,p95_ms,p99_ms,mean_ms,mean_dist_comps,mean_seed_dist_comps,mean_filter_checks,mean_nodes_popped,median_pop_idx_cand_full,median_pop_idx_results_full,mean_twohop_examined,mean_twohop_appended,mean_prefilter_skips,mean_secondorder_allocs,mean_reencountered_burned,strategy_used
wikidpr10m-rq1,conj_topical1m_a_idlo,conjunction,531538,acorn,256,1,1000,0.8305,0.3660,0.00188,14.589,19.920,21.660,14.156,9507.1,10.0,145038.1,260.5,6.0,6.0,0.0,0.0,0.0,0.0,0.00,acorn:987|rre:13
wikidpr10m-rq1,conj_topical1m_a_idlo,conjunction,531538,acorn,256,2,1000,0.8305,0.3660,0.00188,14.536,19.979,21.916,14.133,9507.1,10.0,145038.1,260.5,6.0,6.0,0.0,0.0,0.0,0.0,0.00,acorn:987|rre:13
wikidpr10m-rq1,conj_topical1m_a_idlo,conjunction,531538,acorn,256,3,1000,0.8305,0.3660,0.00188,14.501,20.000,22.271,14.199,9507.1,10.0,145038.1,260.5,6.0,6.0,0.0,0.0,0.0,0.0,0.00,acorn:987|rre:13
wikidpr10m-rq1,conj_topical1m_a_idlo,conjunction,531538,acorn,512,1,1000,0.8796,0.4920,0.00137,26.235,35.490,39.260,25.418,17226.8,10.0,248582.1,516.8,12.0,12.0,0.0,0.0,0.0,0.0,0.00,acorn:987|rre:13
wikidpr10m-rq1,conj_topical1m_a_idlo,conjunction,531538,acorn,512,2,1000,0.8795,0.4910,0.00137,25.999,35.558,38.066,25.166,17226.8,10.0,248582.1,516.8,12.0,12.0,0.0,0.0,0.0,0.0,0.00,acorn:987|rre:13
wikidpr10m-rq1,conj_topical1m_a_idlo,conjunction,531538,acorn,512,3,1000,0.8796,0.4920,0.00137,26.169,35.811,39.139,25.421,17226.8,10.0,248582.1,516.8,12.0,12.0,0.0,0.0,0.0,0.0,0.00,acorn:987|rre:13
wikidpr10m-rq1,conj_topical1m_a_idlo,conjunction,531538,pathseer,64,1,1000,0.8033,0.2830,0.00184,3.140,13.374,24.512,4.538,6187.0,0.0,32440.7,1691.2,3.0,81.0,119.5,5.1,25866.3,1.9,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idlo,conjunction,531538,pathseer,64,2,1000,0.8034,0.2840,0.00184,3.176,13.317,24.234,4.542,6187.0,0.0,32440.7,1691.2,3.0,81.0,119.5,5.1,25866.3,1.9,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idlo,conjunction,531538,pathseer,64,3,1000,0.8033,0.2830,0.00184,3.147,13.273,24.723,4.534,6187.0,0.0,32440.7,1691.2,3.0,81.0,119.5,5.1,25866.3,1.9,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idlo,conjunction,531538,pathseer,128,1,1000,0.8901,0.4960,0.00084,6.147,24.859,41.934,8.514,11527.6,0.0,56854.9,3251.6,4.0,163.0,215.8,9.0,44481.7,3.4,0.00,pathseer:1000
