dataset,filter,family,size,strategy,ef,pass,queries,recall_at_10,perfect_frac,sim_regret,p50_ms,p95_ms,p99_ms,mean_ms,mean_dist_comps,mean_seed_dist_comps,mean_filter_checks,mean_nodes_popped,median_pop_idx_cand_full,median_pop_idx_results_full,mean_twohop_examined,mean_twohop_appended,mean_prefilter_skips,mean_secondorder_allocs,mean_reencountered_burned,strategy_used
beir500k-f32,neg10_cat02,neg10,55947,pathseer-seeded,512,2,60,0.9950,0.9500,0.00005,24.930,43.166,47.140,26.900,25229.3,10.0,70520.9,11330.7,16.0,1013.0,964.3,46.7,39666.9,15.1,1266.78,pathseer:60
beir500k-f32,neg10_cat02,neg10,55947,pathseer-seeded,512,3,60,0.9950,0.9500,0.00005,24.677,42.753,45.403,26.398,25229.3,10.0,70520.9,11330.7,16.0,1013.0,964.3,46.7,39666.9,15.1,1266.78,pathseer:60
beir500k-f32,neg10_cat03,neg10,66486,pathseer-seeded,64,1,55,0.8273,0.2727,0.00290,6.708,16.079,18.082,7.445,7546.4,10.0,26755.2,2764.4,3.0,263.0,131.5,3.9,17560.3,2.1,109.75,pathseer:55
beir500k-f32,neg10_cat03,neg10,66486,pathseer-seeded,64,2,55,0.8273,0.2727,0.00290,6.491,15.902,18.117,7.335,7546.4,10.0,26755.2,2764.4,3.0,263.0,131.5,3.9,17560.3,2.1,109.75,pathseer:55
beir500k-f32,neg10_cat03,neg10,66486,pathseer-seeded,64,3,55,0.8273,0.2727,0.00290,6.765,16.143,18.515,7.552,7546.4,10.0,26755.2,2764.4,3.0,263.0,131.5,3.9,17560.3,2.1,109.75,pathseer:55
beir500k-f32,neg10_cat03,neg10,66486,pathseer-seeded,128,1,55,0.8873,0.4545,0.00168,11.789,22.040,23.895,11.617,12552.4,10.0,36440.3,4130.1,5.0,487.0,251.3,7.5,21733.7,3.9,192.87,pathseer:55
beir500k-f32,neg10_cat03,neg10,66486,pathseer-seeded,128,2,55,0.8873,0.4545,0.00168,11.117,21.990,24.193,11.490,12552.4,10.0,36440.3,4130.1,5.0,487.0,251.3,7.5,21733.7,3.9,192.87,pathseer:55
beir500k-f32,neg10_cat03,neg10,66486,pathseer-seeded,128,3,55,0.8873,0.4545,0.00168,11.022,21.850,23.912,11.540,12552.4,10.0,36440.3,4130.1,5.0,487.0,251.3,7.5,21733.7,3.9,192.87,pathseer:55
beir500k-f32,neg10_cat03,neg10,66486,pathseer-seeded,256,1,55,0.9491,0.6909,0.00077,17.047,30.022,33.061,17.214,19544.9,10.0,49051.3,5985.8,9.0,814.0,516.7,14.7,26946.5,8.1,327.11,pathseer:55
beir500k-f32,neg10_cat03,neg10,66486,pathseer-seeded,256,2,55,0.9491,0.6909,0.00077,17.355,30.170,34.705,17.356,19544.9,10.0,49051.3,5985.8,9.0,814.0,516.7,14.7,26946.5,8.1,327.11,pathseer:55
beir500k-f32,neg10_cat03,neg10,66486,pathseer-seeded,256,3,55,0.9491,0.6909,0.00077,17.249,31.012,33.114,17.353,19544.9,10.0,49051.3,5985.8,9.0,814.0,516.7,14.7,26946.5,8.1,327.11,pathseer:55
beir500k-f32,neg10_cat03,neg10,66486,pathseer-seeded,512,1,55,0.9836,0.8909,0.00025,24.345,41.872,45.090,25.464,29214.1,10.0,66221.2,8657.3,18.0,1446.0,1128.7,30.9,34060.2,17.6,571.18,pathseer:55
beir500k-f32,neg10_cat03,neg10,66486,pathseer-seeded,512,2,55,0.9836,0.8909,0.00025,24.499,43.812,44.889,25.601,29214.1,10.0,66221.2,8657.3,18.0,1446.0,1128.7,30.9,34060.2,17.6,571.18,pathseer:55
beir500k-f32,neg10_cat03,neg10,66486,pathseer-seeded,512,3,55,0.9836,0.8909,0.00025,25.192,42.711,44.457,25.547,29214.1,10.0,66221.2,8657.3,18.0,1446.0,1128.7,30.9,34060.2,17.6,571.18,pathseer:55
beir500k-f32,neg10_cat04,neg10,52652,pathseer-seeded,64,1,57,0.9509,0.6667,0.00055,6.186,10.198,11.722,6.020,5551.6,10.0,21631.9,2836.9,3.0,211.0,123.5,4.9,14158.8,1.9,181.82,pathseer:57
