method,filter,family,size,b1,queries,recall_at_10,perfect_frac,sim_regret,p50_ms,p95_ms,p99_ms,allow_iter_p50_ms,stage1_p50_ms,stage2_p50_ms,stage3_p50_ms,stage1_mb_per_q,stage2_kb_per_q,stage3_kb_per_q
acorn-ef256,anticorr_q0184_tau0.03,anticorr,9900225,0,1,1.0000,1.0000,0.00000,2.655,2.655,2.655,0.000,2.655,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0184_tau0.03,anticorr,9900225,0,1,1.0000,1.0000,0.00000,4.246,4.246,4.246,0.000,4.246,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0185_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00037,58.743,58.743,58.743,0.000,58.743,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0185_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00014,64.740,64.740,64.740,0.000,64.740,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0185_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00009,75.067,75.067,75.067,0.000,75.067,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0185_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00005,86.425,86.425,86.425,0.000,86.425,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0185_tau0.01,anticorr,9900267,0,1,0.9000,0.0000,0.00014,14.725,14.725,14.725,0.000,14.725,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0185_tau0.01,anticorr,9900267,0,1,0.9000,0.0000,0.00014,15.347,15.347,15.347,0.000,15.347,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0185_tau0.01,anticorr,9900267,0,1,1.0000,1.0000,0.00000,20.060,20.060,20.060,0.000,20.060,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0185_tau0.01,anticorr,9900267,0,1,1.0000,1.0000,0.00000,27.042,27.042,27.042,0.000,27.042,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0185_tau0.03,anticorr,9900343,0,1,1.0000,1.0000,0.00000,3.032,3.032,3.032,0.000,3.032,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0185_tau0.03,anticorr,9900343,0,1,1.0000,1.0000,0.00000,2.016,2.016,2.016,0.000,2.016,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0185_tau0.03,anticorr,9900343,0,1,1.0000,1.0000,0.00000,3.122,3.122,3.122,0.000,3.122,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0185_tau0.03,anticorr,9900343,0,1,1.0000,1.0000,0.00000,4.684,4.684,4.684,0.000,4.684,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0211_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00025,70.528,70.528,70.528,0.000,70.528,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0211_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00014,79.384,79.384,79.384,0.000,79.384,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0211_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00004,89.812,89.812,89.812,0.000,89.812,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0211_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00003,104.292,104.292,104.292,0.000,104.292,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0211_tau0.01,anticorr,9899733,0,1,1.0000,1.0000,0.00000,16.010,16.010,16.010,0.000,16.010,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0211_tau0.01,anticorr,9899733,0,1,1.0000,1.0000,0.00000,16.479,16.479,16.479,0.000,16.479,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0211_tau0.01,anticorr,9899733,0,1,1.0000,1.0000,0.00000,21.914,21.914,21.914,0.000,21.914,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0211_tau0.01,anticorr,9899733,0,1,1.0000,1.0000,0.00000,30.370,30.370,30.370,0.000,30.370,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0211_tau0.03,anticorr,9899761,0,1,1.0000,1.0000,0.00000,2.304,2.304,2.304,0.000,2.304,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0211_tau0.03,anticorr,9899761,0,1,1.0000,1.0000,0.00000,2.827,2.827,2.827,0.000,2.827,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0211_tau0.03,anticorr,9899761,0,1,1.0000,1.0000,0.00000,3.866,3.866,3.866,0.000,3.866,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0211_tau0.03,anticorr,9899761,0,1,1.0000,1.0000,0.00000,5.649,5.649,5.649,0.000,5.649,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0221_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00026,56.956,56.956,56.956,0.000,56.956,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0221_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00008,65.230,65.230,65.230,0.000,65.230,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0221_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00005,78.038,78.038,78.038,0.000,78.038,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0221_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00004,95.035,95.035,95.035,0.000,95.035,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0221_tau0.01,anticorr,9900215,0,1,0.9000,0.0000,0.00033,9.934,9.934,9.934,0.000,9.934,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0221_tau0.01,anticorr,9900215,0,1,0.9000,0.0000,0.00033,10.411,10.411,10.411,0.000,10.411,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0221_tau0.01,anticorr,9900215,0,1,1.0000,1.0000,0.00000,15.863,15.863,15.863,0.000,15.863,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0221_tau0.01,anticorr,9900215,0,1,1.0000,1.0000,0.00000,22.970,22.970,22.970,0.000,22.970,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0221_tau0.03,anticorr,9900077,0,1,1.0000,1.0000,0.00000,2.365,2.365,2.365,0.000,2.365,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0221_tau0.03,anticorr,9900077,0,1,1.0000,1.0000,0.00000,1.757,1.757,1.757,0.000,1.757,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0221_tau0.03,anticorr,9900077,0,1,1.0000,1.0000,0.00000,2.626,2.626,2.626,0.000,2.626,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0221_tau0.03,anticorr,9900077,0,1,1.0000,1.0000,0.00000,4.670,4.670,4.670,0.000,4.670,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0238_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00035,51.384,51.384,51.384,0.000,51.384,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0238_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00014,54.762,54.762,54.762,0.000,54.762,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0238_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00006,62.400,62.400,62.400,0.000,62.400,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0238_tau0,anticorr,9900000,0,1,0.1000,0.0000,0.00004,76.812,76.812,76.812,0.000,76.812,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0238_tau0.01,anticorr,9899861,0,1,1.0000,1.0000,0.00000,8.300,8.300,8.300,0.000,8.300,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0238_tau0.01,anticorr,9899861,0,1,1.0000,1.0000,0.00000,7.968,7.968,7.968,0.000,7.968,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0238_tau0.01,anticorr,9899861,0,1,1.0000,1.0000,0.00000,10.799,10.799,10.799,0.000,10.799,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0238_tau0.01,anticorr,9899861,0,1,1.0000,1.0000,0.00000,15.901,15.901,15.901,0.000,15.901,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0238_tau0.03,anticorr,9900075,0,1,1.0000,1.0000,0.00000,2.680,2.680,2.680,0.000,2.680,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0238_tau0.03,anticorr,9900075,0,1,1.0000,1.0000,0.00000,1.693,1.693,1.693,0.000,1.693,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0238_tau0.03,anticorr,9900075,0,1,1.0000,1.0000,0.00000,2.069,2.069,2.069,0.000,2.069,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0238_tau0.03,anticorr,9900075,0,1,1.0000,1.0000,0.00000,3.541,3.541,3.541,0.000,3.541,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0259_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00013,59.772,59.772,59.772,0.000,59.772,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0259_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00009,65.777,65.777,65.777,0.000,65.777,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0259_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00005,75.942,75.942,75.942,0.000,75.942,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0259_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00004,105.056,105.056,105.056,0.000,105.056,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0259_tau0.01,anticorr,9899695,0,1,0.7000,0.0000,0.00063,9.733,9.733,9.733,0.000,9.733,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0259_tau0.01,anticorr,9899695,0,1,0.7000,0.0000,0.00063,9.596,9.596,9.596,0.000,9.596,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0259_tau0.01,anticorr,9899695,0,1,0.9000,0.0000,0.00003,13.690,13.690,13.690,0.000,13.690,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0259_tau0.01,anticorr,9899695,0,1,1.0000,1.0000,0.00000,20.516,20.516,20.516,0.000,20.516,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0259_tau0.03,anticorr,9900271,0,1,1.0000,1.0000,0.00000,3.093,3.093,3.093,0.000,3.093,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0259_tau0.03,anticorr,9900271,0,1,1.0000,1.0000,0.00000,1.956,1.956,1.956,0.000,1.956,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0259_tau0.03,anticorr,9900271,0,1,1.0000,1.0000,0.00000,2.714,2.714,2.714,0.000,2.714,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0259_tau0.03,anticorr,9900271,0,1,1.0000,1.0000,0.00000,4.686,4.686,4.686,0.000,4.686,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0287_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00035,41.420,41.420,41.420,0.000,41.420,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0287_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00018,47.396,47.396,47.396,0.000,47.396,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0287_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00009,59.623,59.623,59.623,0.000,59.623,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0287_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00005,74.692,74.692,74.692,0.000,74.692,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0287_tau0.01,anticorr,9899924,0,1,0.5000,0.0000,0.00212,7.424,7.424,7.424,0.000,7.424,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0287_tau0.01,anticorr,9899924,0,1,0.7000,0.0000,0.00148,7.231,7.231,7.231,0.000,7.231,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0287_tau0.01,anticorr,9899924,0,1,0.8000,0.0000,0.00133,10.553,10.553,10.553,0.000,10.553,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0287_tau0.01,anticorr,9899924,0,1,0.9000,0.0000,0.00084,16.571,16.571,16.571,0.000,16.571,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0287_tau0.03,anticorr,9900818,0,1,1.0000,1.0000,0.00000,3.898,3.898,3.898,0.000,3.898,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0287_tau0.03,anticorr,9900818,0,1,1.0000,1.0000,0.00000,1.405,1.405,1.405,0.000,1.405,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0287_tau0.03,anticorr,9900818,0,1,1.0000,1.0000,0.00000,2.716,2.716,2.716,0.000,2.716,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0287_tau0.03,anticorr,9900818,0,1,1.0000,1.0000,0.00000,3.894,3.894,3.894,0.000,3.894,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0308_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00032,57.951,57.951,57.951,0.000,57.951,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0308_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00016,64.191,64.191,64.191,0.000,64.191,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0308_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00006,73.618,73.618,73.618,0.000,73.618,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0308_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00003,89.545,89.545,89.545,0.000,89.545,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0308_tau0.01,anticorr,9900426,0,1,0.7000,0.0000,0.00081,8.747,8.747,8.747,0.000,8.747,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0308_tau0.01,anticorr,9900426,0,1,0.9000,0.0000,0.00010,8.439,8.439,8.439,0.000,8.439,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0308_tau0.01,anticorr,9900426,0,1,1.0000,1.0000,0.00000,13.170,13.170,13.170,0.000,13.170,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0308_tau0.01,anticorr,9900426,0,1,1.0000,1.0000,0.00000,19.698,19.698,19.698,0.000,19.698,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0308_tau0.03,anticorr,9899801,0,1,1.0000,1.0000,0.00000,2.545,2.545,2.545,0.000,2.545,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0308_tau0.03,anticorr,9899801,0,1,1.0000,1.0000,0.00000,1.295,1.295,1.295,0.000,1.295,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0308_tau0.03,anticorr,9899801,0,1,1.0000,1.0000,0.00000,2.211,2.211,2.211,0.000,2.211,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0308_tau0.03,anticorr,9899801,0,1,1.0000,1.0000,0.00000,3.850,3.850,3.850,0.000,3.850,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0314_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00027,59.108,59.108,59.108,0.000,59.108,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0314_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00020,65.727,65.727,65.727,0.000,65.727,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0314_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00009,79.147,79.147,79.147,0.000,79.147,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0314_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00003,94.664,94.664,94.664,0.000,94.664,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0314_tau0.01,anticorr,9900146,0,1,0.9000,0.0000,0.00006,10.605,10.605,10.605,0.000,10.605,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0314_tau0.01,anticorr,9900146,0,1,1.0000,1.0000,0.00000,11.899,11.899,11.899,0.000,11.899,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0314_tau0.01,anticorr,9900146,0,1,1.0000,1.0000,0.00000,17.084,17.084,17.084,0.000,17.084,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0314_tau0.01,anticorr,9900146,0,1,1.0000,1.0000,0.00000,24.994,24.994,24.994,0.000,24.994,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0314_tau0.03,anticorr,9899754,0,1,0.9000,0.0000,0.00029,2.218,2.218,2.218,0.000,2.218,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0314_tau0.03,anticorr,9899754,0,1,1.0000,1.0000,0.00000,1.917,1.917,1.917,0.000,1.917,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0314_tau0.03,anticorr,9899754,0,1,1.0000,1.0000,0.00000,3.533,3.533,3.533,0.000,3.533,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0314_tau0.03,anticorr,9899754,0,1,1.0000,1.0000,0.00000,6.017,6.017,6.017,0.000,6.017,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0322_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00028,61.821,61.821,61.821,0.000,61.821,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0322_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00016,69.890,69.890,69.890,0.000,69.890,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0322_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00009,80.875,80.875,80.875,0.000,80.875,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0322_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00003,94.285,94.285,94.285,0.000,94.285,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0322_tau0.01,anticorr,9900109,0,1,1.0000,1.0000,0.00000,12.304,12.304,12.304,0.000,12.304,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0322_tau0.01,anticorr,9900109,0,1,1.0000,1.0000,0.00000,12.964,12.964,12.964,0.000,12.964,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0322_tau0.01,anticorr,9900109,0,1,1.0000,1.0000,0.00000,17.719,17.719,17.719,0.000,17.719,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0322_tau0.01,anticorr,9900109,0,1,1.0000,1.0000,0.00000,25.053,25.053,25.053,0.000,25.053,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0322_tau0.03,anticorr,9899480,0,1,1.0000,1.0000,0.00000,2.164,2.164,2.164,0.000,2.164,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0322_tau0.03,anticorr,9899480,0,1,1.0000,1.0000,0.00000,1.033,1.033,1.033,0.000,1.033,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0322_tau0.03,anticorr,9899480,0,1,1.0000,1.0000,0.00000,2.021,2.021,2.021,0.000,2.021,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0322_tau0.03,anticorr,9899480,0,1,1.0000,1.0000,0.00000,3.240,3.240,3.240,0.000,3.240,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0334_tau0,anticorr,9900002,0,1,0.0000,0.0000,0.00017,65.378,65.378,65.378,0.000,65.378,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0334_tau0,anticorr,9900002,0,1,0.0000,0.0000,0.00011,72.869,72.869,72.869,0.000,72.869,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0334_tau0,anticorr,9900002,0,1,0.0000,0.0000,0.00007,91.893,91.893,91.893,0.000,91.893,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0334_tau0,anticorr,9900002,0,1,0.0000,0.0000,0.00004,116.425,116.425,116.425,0.000,116.425,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0334_tau0.01,anticorr,9899707,0,1,0.8000,0.0000,0.00050,13.262,13.262,13.262,0.000,13.262,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0334_tau0.01,anticorr,9899707,0,1,1.0000,1.0000,0.00000,12.881,12.881,12.881,0.000,12.881,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0334_tau0.01,anticorr,9899707,0,1,1.0000,1.0000,0.00000,18.490,18.490,18.490,0.000,18.490,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0334_tau0.01,anticorr,9899707,0,1,1.0000,1.0000,0.00000,26.549,26.549,26.549,0.000,26.549,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0334_tau0.03,anticorr,9900192,0,1,1.0000,1.0000,0.00000,2.559,2.559,2.559,0.000,2.559,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0334_tau0.03,anticorr,9900192,0,1,1.0000,1.0000,0.00000,1.602,1.602,1.602,0.000,1.602,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0334_tau0.03,anticorr,9900192,0,1,1.0000,1.0000,0.00000,2.614,2.614,2.614,0.000,2.614,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0334_tau0.03,anticorr,9900192,0,1,1.0000,1.0000,0.00000,4.022,4.022,4.022,0.000,4.022,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0341_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00031,64.881,64.881,64.881,0.000,64.881,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0341_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00013,71.379,71.379,71.379,0.000,71.379,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0341_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00007,85.318,85.318,85.318,0.000,85.318,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0341_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00005,99.866,99.866,99.866,0.000,99.866,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0341_tau0.01,anticorr,9899869,0,1,0.6000,0.0000,0.00193,10.761,10.761,10.761,0.000,10.761,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0341_tau0.01,anticorr,9899869,0,1,1.0000,1.0000,0.00000,11.842,11.842,11.842,0.000,11.842,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0341_tau0.01,anticorr,9899869,0,1,1.0000,1.0000,0.00000,17.091,17.091,17.091,0.000,17.091,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0341_tau0.01,anticorr,9899869,0,1,1.0000,1.0000,0.00000,25.907,25.907,25.907,0.000,25.907,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0341_tau0.03,anticorr,9899690,0,1,1.0000,1.0000,0.00000,2.014,2.014,2.014,0.000,2.014,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0341_tau0.03,anticorr,9899690,0,1,1.0000,1.0000,0.00000,1.781,1.781,1.781,0.000,1.781,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0341_tau0.03,anticorr,9899690,0,1,1.0000,1.0000,0.00000,2.969,2.969,2.969,0.000,2.969,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0341_tau0.03,anticorr,9899690,0,1,1.0000,1.0000,0.00000,4.367,4.367,4.367,0.000,4.367,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0346_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00025,56.264,56.264,56.264,0.000,56.264,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0346_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00015,63.824,63.824,63.824,0.000,63.824,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0346_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00013,75.433,75.433,75.433,0.000,75.433,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0346_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00008,89.805,89.805,89.805,0.000,89.805,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0346_tau0.01,anticorr,9899780,0,1,0.9000,0.0000,0.00018,8.534,8.534,8.534,0.000,8.534,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0346_tau0.01,anticorr,9899780,0,1,1.0000,1.0000,0.00000,9.313,9.313,9.313,0.000,9.313,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0346_tau0.01,anticorr,9899780,0,1,1.0000,1.0000,0.00000,13.725,13.725,13.725,0.000,13.725,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0346_tau0.01,anticorr,9899780,0,1,1.0000,1.0000,0.00000,23.923,23.923,23.923,0.000,23.923,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0346_tau0.03,anticorr,9900235,0,1,0.9000,0.0000,0.00247,2.987,2.987,2.987,0.000,2.987,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0346_tau0.03,anticorr,9900235,0,1,0.9000,0.0000,0.00243,2.271,2.271,2.271,0.000,2.271,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0346_tau0.03,anticorr,9900235,0,1,1.0000,1.0000,0.00000,3.561,3.561,3.561,0.000,3.561,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0346_tau0.03,anticorr,9900235,0,1,1.0000,1.0000,0.00000,5.165,5.165,5.165,0.000,5.165,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0353_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00025,71.703,71.703,71.703,0.000,71.703,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0353_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00014,83.848,83.848,83.848,0.000,83.848,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0353_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00004,100.614,100.614,100.614,0.000,100.614,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0353_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00003,126.425,126.425,126.425,0.000,126.425,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0353_tau0.01,anticorr,9900048,0,1,0.8000,0.0000,0.00102,13.797,13.797,13.797,0.000,13.797,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0353_tau0.01,anticorr,9900048,0,1,0.9000,0.0000,0.00077,15.479,15.479,15.479,0.000,15.479,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0353_tau0.01,anticorr,9900048,0,1,0.9000,0.0000,0.00075,22.519,22.519,22.519,0.000,22.519,0.000,0.000,0.00,0.0,0.0
