method,filter,family,size,b1,queries,recall_at_10,perfect_frac,sim_regret,p50_ms,p95_ms,p99_ms,allow_iter_p50_ms,stage1_p50_ms,stage2_p50_ms,stage3_p50_ms,stage1_mb_per_q,stage2_kb_per_q,stage3_kb_per_q
acorn-ef128,anticorr_q0077_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00012,65.938,65.938,65.938,0.000,65.938,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0077_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00005,80.252,80.252,80.252,0.000,80.252,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0077_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00003,100.722,100.722,100.722,0.000,100.722,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0077_tau0.01,anticorr,9899838,0,1,0.7000,0.0000,0.00145,10.320,10.320,10.320,0.000,10.320,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0077_tau0.01,anticorr,9899838,0,1,0.7000,0.0000,0.00126,9.978,9.978,9.978,0.000,9.978,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0077_tau0.01,anticorr,9899838,0,1,0.9000,0.0000,0.00023,15.144,15.144,15.144,0.000,15.144,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0077_tau0.01,anticorr,9899838,0,1,0.9000,0.0000,0.00023,24.606,24.606,24.606,0.000,24.606,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0077_tau0.03,anticorr,9900809,0,1,1.0000,1.0000,0.00000,1.926,1.926,1.926,0.000,1.926,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0077_tau0.03,anticorr,9900809,0,1,1.0000,1.0000,0.00000,1.940,1.940,1.940,0.000,1.940,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0077_tau0.03,anticorr,9900809,0,1,1.0000,1.0000,0.00000,2.822,2.822,2.822,0.000,2.822,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0077_tau0.03,anticorr,9900809,0,1,1.0000,1.0000,0.00000,4.952,4.952,4.952,0.000,4.952,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0080_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00025,68.430,68.430,68.430,0.000,68.430,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0080_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00016,75.818,75.818,75.818,0.000,75.818,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0080_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00006,85.262,85.262,85.262,0.000,85.262,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0080_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00003,98.491,98.491,98.491,0.000,98.491,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0080_tau0.01,anticorr,9900207,0,1,0.9000,0.0000,0.00005,16.134,16.134,16.134,0.000,16.134,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0080_tau0.01,anticorr,9900207,0,1,1.0000,1.0000,0.00000,18.701,18.701,18.701,0.000,18.701,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0080_tau0.01,anticorr,9900207,0,1,1.0000,1.0000,0.00000,27.406,27.406,27.406,0.000,27.406,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0080_tau0.01,anticorr,9900207,0,1,1.0000,1.0000,0.00000,36.016,36.016,36.016,0.000,36.016,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0080_tau0.03,anticorr,9899376,0,1,1.0000,1.0000,0.00000,3.043,3.043,3.043,0.000,3.043,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0080_tau0.03,anticorr,9899376,0,1,1.0000,1.0000,0.00000,2.461,2.461,2.461,0.000,2.461,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0080_tau0.03,anticorr,9899376,0,1,1.0000,1.0000,0.00000,3.037,3.037,3.037,0.000,3.037,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0080_tau0.03,anticorr,9899376,0,1,1.0000,1.0000,0.00000,4.997,4.997,4.997,0.000,4.997,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0085_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00018,75.561,75.561,75.561,0.000,75.561,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0085_tau0,anticorr,9900000,0,1,0.1000,0.0000,0.00011,82.059,82.059,82.059,0.000,82.059,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0085_tau0,anticorr,9900000,0,1,0.1000,0.0000,0.00005,95.348,95.348,95.348,0.000,95.348,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0085_tau0,anticorr,9900000,0,1,0.1000,0.0000,0.00004,114.349,114.349,114.349,0.000,114.349,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0085_tau0.01,anticorr,9899881,0,1,0.7000,0.0000,0.00038,14.820,14.820,14.820,0.000,14.820,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0085_tau0.01,anticorr,9899881,0,1,0.7000,0.0000,0.00038,15.838,15.838,15.838,0.000,15.838,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0085_tau0.01,anticorr,9899881,0,1,1.0000,1.0000,0.00000,21.674,21.674,21.674,0.000,21.674,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0085_tau0.01,anticorr,9899881,0,1,1.0000,1.0000,0.00000,32.303,32.303,32.303,0.000,32.303,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0085_tau0.03,anticorr,9899588,0,1,1.0000,1.0000,0.00000,2.707,2.707,2.707,0.000,2.707,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0085_tau0.03,anticorr,9899588,0,1,1.0000,1.0000,0.00000,1.874,1.874,1.874,0.000,1.874,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0085_tau0.03,anticorr,9899588,0,1,1.0000,1.0000,0.00000,2.785,2.785,2.785,0.000,2.785,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0085_tau0.03,anticorr,9899588,0,1,1.0000,1.0000,0.00000,4.655,4.655,4.655,0.000,4.655,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0095_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00041,55.900,55.900,55.900,0.000,55.900,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0095_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00027,71.216,71.216,71.216,0.000,71.216,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0095_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00008,71.378,71.378,71.378,0.000,71.378,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0095_tau0,anticorr,9900001,0,1,0.1000,0.0000,0.00004,87.965,87.965,87.965,0.000,87.965,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0095_tau0.01,anticorr,9899707,0,1,0.7000,0.0000,0.00112,7.278,7.278,7.278,0.000,7.278,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0095_tau0.01,anticorr,9899707,0,1,0.8000,0.0000,0.00051,6.851,6.851,6.851,0.000,6.851,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0095_tau0.01,anticorr,9899707,0,1,0.8000,0.0000,0.00011,11.517,11.517,11.517,0.000,11.517,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0095_tau0.01,anticorr,9899707,0,1,0.8000,0.0000,0.00011,18.294,18.294,18.294,0.000,18.294,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0095_tau0.03,anticorr,9899770,0,1,0.9000,0.0000,0.00163,2.558,2.558,2.558,0.000,2.558,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0095_tau0.03,anticorr,9899770,0,1,0.9000,0.0000,0.00163,1.756,1.756,1.756,0.000,1.756,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0095_tau0.03,anticorr,9899770,0,1,1.0000,1.0000,0.00000,2.279,2.279,2.279,0.000,2.279,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0095_tau0.03,anticorr,9899770,0,1,1.0000,1.0000,0.00000,4.565,4.565,4.565,0.000,4.565,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0117_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00051,71.603,71.603,71.603,0.000,71.603,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0117_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00014,75.640,75.640,75.640,0.000,75.640,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0117_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00008,89.001,89.001,89.001,0.000,89.001,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0117_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00003,102.583,102.583,102.583,0.000,102.583,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0117_tau0.01,anticorr,9900126,0,1,0.8000,0.0000,0.00078,10.436,10.436,10.436,0.000,10.436,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0117_tau0.01,anticorr,9900126,0,1,1.0000,1.0000,0.00000,11.165,11.165,11.165,0.000,11.165,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0117_tau0.01,anticorr,9900126,0,1,1.0000,1.0000,0.00000,15.995,15.995,15.995,0.000,15.995,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0117_tau0.01,anticorr,9900126,0,1,1.0000,1.0000,0.00000,24.899,24.899,24.899,0.000,24.899,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0117_tau0.03,anticorr,9900642,0,1,1.0000,1.0000,0.00000,2.426,2.426,2.426,0.000,2.426,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0117_tau0.03,anticorr,9900642,0,1,1.0000,1.0000,0.00000,1.537,1.537,1.537,0.000,1.537,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0117_tau0.03,anticorr,9900642,0,1,1.0000,1.0000,0.00000,2.472,2.472,2.472,0.000,2.472,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0117_tau0.03,anticorr,9900642,0,1,1.0000,1.0000,0.00000,4.252,4.252,4.252,0.000,4.252,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0126_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00046,69.249,69.249,69.249,0.000,69.249,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0126_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00024,77.724,77.724,77.724,0.000,77.724,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0126_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00012,131.823,131.823,131.823,0.000,131.823,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0126_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00008,95.474,95.474,95.474,0.000,95.474,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0126_tau0.01,anticorr,9900093,0,1,0.9000,0.0000,0.00008,12.920,12.920,12.920,0.000,12.920,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0126_tau0.01,anticorr,9900093,0,1,0.9000,0.0000,0.00008,13.038,13.038,13.038,0.000,13.038,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0126_tau0.01,anticorr,9900093,0,1,0.9000,0.0000,0.00008,18.215,18.215,18.215,0.000,18.215,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0126_tau0.01,anticorr,9900093,0,1,1.0000,1.0000,0.00000,27.665,27.665,27.665,0.000,27.665,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0126_tau0.03,anticorr,9900093,0,1,1.0000,1.0000,0.00000,2.568,2.568,2.568,0.000,2.568,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0126_tau0.03,anticorr,9900093,0,1,1.0000,1.0000,0.00000,2.153,2.153,2.153,0.000,2.153,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0126_tau0.03,anticorr,9900093,0,1,1.0000,1.0000,0.00000,2.770,2.770,2.770,0.000,2.770,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0126_tau0.03,anticorr,9900093,0,1,1.0000,1.0000,0.00000,4.341,4.341,4.341,0.000,4.341,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0139_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00022,74.467,74.467,74.467,0.000,74.467,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0139_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00013,78.680,78.680,78.680,0.000,78.680,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0139_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00010,86.852,86.852,86.852,0.000,86.852,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0139_tau0,anticorr,9900000,0,1,0.1000,0.0000,0.00003,100.718,100.718,100.718,0.000,100.718,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0139_tau0.01,anticorr,9900294,0,1,0.9000,0.0000,0.00009,14.117,14.117,14.117,0.000,14.117,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0139_tau0.01,anticorr,9900294,0,1,0.9000,0.0000,0.00009,15.144,15.144,15.144,0.000,15.144,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0139_tau0.01,anticorr,9900294,0,1,0.9000,0.0000,0.00009,19.465,19.465,19.465,0.000,19.465,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0139_tau0.01,anticorr,9900294,0,1,0.9000,0.0000,0.00009,27.961,27.961,27.961,0.000,27.961,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0139_tau0.03,anticorr,9900438,0,1,0.9000,0.0000,0.00005,2.330,2.330,2.330,0.000,2.330,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0139_tau0.03,anticorr,9900438,0,1,1.0000,1.0000,0.00000,1.450,1.450,1.450,0.000,1.450,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0139_tau0.03,anticorr,9900438,0,1,1.0000,1.0000,0.00000,2.341,2.341,2.341,0.000,2.341,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0139_tau0.03,anticorr,9900438,0,1,1.0000,1.0000,0.00000,4.022,4.022,4.022,0.000,4.022,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0147_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00032,57.220,57.220,57.220,0.000,57.220,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0147_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00017,67.731,67.731,67.731,0.000,67.731,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0147_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00008,75.506,75.506,75.506,0.000,75.506,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0147_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00003,89.171,89.171,89.171,0.000,89.171,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0147_tau0.01,anticorr,9899755,0,1,0.8000,0.0000,0.00118,13.217,13.217,13.217,0.000,13.217,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0147_tau0.01,anticorr,9899755,0,1,0.8000,0.0000,0.00106,13.085,13.085,13.085,0.000,13.085,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0147_tau0.01,anticorr,9899755,0,1,1.0000,1.0000,0.00000,18.614,18.614,18.614,0.000,18.614,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0147_tau0.01,anticorr,9899755,0,1,1.0000,1.0000,0.00000,25.781,25.781,25.781,0.000,25.781,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0147_tau0.03,anticorr,9900099,0,1,1.0000,1.0000,0.00000,1.442,1.442,1.442,0.000,1.442,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0147_tau0.03,anticorr,9900099,0,1,1.0000,1.0000,0.00000,2.865,2.865,2.865,0.000,2.865,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0147_tau0.03,anticorr,9900099,0,1,1.0000,1.0000,0.00000,2.531,2.531,2.531,0.000,2.531,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0147_tau0.03,anticorr,9900099,0,1,1.0000,1.0000,0.00000,4.877,4.877,4.877,0.000,4.877,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0155_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00050,46.334,46.334,46.334,0.000,46.334,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0155_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00027,54.271,54.271,54.271,0.000,54.271,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0155_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00009,61.988,61.988,61.988,0.000,61.988,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0155_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00004,79.875,79.875,79.875,0.000,79.875,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0155_tau0.01,anticorr,9900135,0,1,0.5000,0.0000,0.00295,8.729,8.729,8.729,0.000,8.729,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0155_tau0.01,anticorr,9900135,0,1,0.7000,0.0000,0.00126,9.367,9.367,9.367,0.000,9.367,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0155_tau0.01,anticorr,9900135,0,1,0.7000,0.0000,0.00095,15.576,15.576,15.576,0.000,15.576,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0155_tau0.01,anticorr,9900135,0,1,0.9000,0.0000,0.00025,22.013,22.013,22.013,0.000,22.013,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0155_tau0.03,anticorr,9900011,0,1,0.3000,0.0000,0.00804,2.783,2.783,2.783,0.000,2.783,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0155_tau0.03,anticorr,9900011,0,1,0.9000,0.0000,0.00020,1.854,1.854,1.854,0.000,1.854,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0155_tau0.03,anticorr,9900011,0,1,1.0000,1.0000,0.00000,2.812,2.812,2.812,0.000,2.812,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0155_tau0.03,anticorr,9900011,0,1,1.0000,1.0000,0.00000,4.735,4.735,4.735,0.000,4.735,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0157_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00037,67.029,67.029,67.029,0.000,67.029,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0157_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00021,75.988,75.988,75.988,0.000,75.988,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0157_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00014,85.852,85.852,85.852,0.000,85.852,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0157_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00009,101.119,101.119,101.119,0.000,101.119,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0157_tau0.01,anticorr,9900280,0,1,0.9000,0.0000,0.00005,16.937,16.937,16.937,0.000,16.937,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0157_tau0.01,anticorr,9900280,0,1,0.9000,0.0000,0.00005,18.436,18.436,18.436,0.000,18.436,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0157_tau0.01,anticorr,9900280,0,1,0.9000,0.0000,0.00005,23.986,23.986,23.986,0.000,23.986,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0157_tau0.01,anticorr,9900280,0,1,1.0000,1.0000,0.00000,32.793,32.793,32.793,0.000,32.793,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0157_tau0.03,anticorr,9899453,0,1,0.9000,0.0000,0.00070,2.635,2.635,2.635,0.000,2.635,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0157_tau0.03,anticorr,9899453,0,1,0.9000,0.0000,0.00070,2.227,2.227,2.227,0.000,2.227,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0157_tau0.03,anticorr,9899453,0,1,0.9000,0.0000,0.00070,2.482,2.482,2.482,0.000,2.482,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0157_tau0.03,anticorr,9899453,0,1,1.0000,1.0000,0.00000,4.337,4.337,4.337,0.000,4.337,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0168_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00027,59.458,59.458,59.458,0.000,59.458,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0168_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00015,68.572,68.572,68.572,0.000,68.572,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0168_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00007,88.717,88.717,88.717,0.000,88.717,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0168_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00005,89.307,89.307,89.307,0.000,89.307,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0168_tau0.01,anticorr,9900108,0,1,0.9000,0.0000,0.00057,12.828,12.828,12.828,0.000,12.828,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0168_tau0.01,anticorr,9900108,0,1,1.0000,1.0000,0.00000,13.003,13.003,13.003,0.000,13.003,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0168_tau0.01,anticorr,9900108,0,1,1.0000,1.0000,0.00000,17.606,17.606,17.606,0.000,17.606,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0168_tau0.01,anticorr,9900108,0,1,1.0000,1.0000,0.00000,23.271,23.271,23.271,0.000,23.271,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0168_tau0.03,anticorr,9899404,0,1,0.9000,0.0000,0.00009,2.695,2.695,2.695,0.000,2.695,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0168_tau0.03,anticorr,9899404,0,1,0.9000,0.0000,0.00009,2.012,2.012,2.012,0.000,2.012,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0168_tau0.03,anticorr,9899404,0,1,1.0000,1.0000,0.00000,2.866,2.866,2.866,0.000,2.866,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0168_tau0.03,anticorr,9899404,0,1,1.0000,1.0000,0.00000,4.333,4.333,4.333,0.000,4.333,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0183_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00039,70.877,70.877,70.877,0.000,70.877,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0183_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00012,77.990,77.990,77.990,0.000,77.990,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0183_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00007,92.503,92.503,92.503,0.000,92.503,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0183_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00004,104.812,104.812,104.812,0.000,104.812,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0183_tau0.01,anticorr,9899334,0,1,0.7000,0.0000,0.00042,16.616,16.616,16.616,0.000,16.616,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0183_tau0.01,anticorr,9899334,0,1,0.9000,0.0000,0.00028,17.545,17.545,17.545,0.000,17.545,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0183_tau0.01,anticorr,9899334,0,1,1.0000,1.0000,0.00000,23.909,23.909,23.909,0.000,23.909,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0183_tau0.01,anticorr,9899334,0,1,1.0000,1.0000,0.00000,33.720,33.720,33.720,0.000,33.720,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0183_tau0.03,anticorr,9900136,0,1,0.9000,0.0000,0.00061,2.764,2.764,2.764,0.000,2.764,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0183_tau0.03,anticorr,9900136,0,1,0.9000,0.0000,0.00061,2.472,2.472,2.472,0.000,2.472,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0183_tau0.03,anticorr,9900136,0,1,1.0000,1.0000,0.00000,3.280,3.280,3.280,0.000,3.280,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0183_tau0.03,anticorr,9900136,0,1,1.0000,1.0000,0.00000,5.318,5.318,5.318,0.000,5.318,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0184_tau0,anticorr,9900002,0,1,0.0000,0.0000,0.00032,63.714,63.714,63.714,0.000,63.714,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0184_tau0,anticorr,9900002,0,1,0.0000,0.0000,0.00014,72.158,72.158,72.158,0.000,72.158,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0184_tau0,anticorr,9900002,0,1,0.0000,0.0000,0.00007,83.604,83.604,83.604,0.000,83.604,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0184_tau0,anticorr,9900002,0,1,0.2000,0.0000,0.00003,101.801,101.801,101.801,0.000,101.801,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0184_tau0.01,anticorr,9899929,0,1,0.8000,0.0000,0.00079,10.244,10.244,10.244,0.000,10.244,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0184_tau0.01,anticorr,9899929,0,1,0.9000,0.0000,0.00025,10.418,10.418,10.418,0.000,10.418,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0184_tau0.01,anticorr,9899929,0,1,0.9000,0.0000,0.00013,15.213,15.213,15.213,0.000,15.213,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0184_tau0.01,anticorr,9899929,0,1,1.0000,1.0000,0.00000,22.792,22.792,22.792,0.000,22.792,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0184_tau0.03,anticorr,9900225,0,1,1.0000,1.0000,0.00000,2.814,2.814,2.814,0.000,2.814,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0184_tau0.03,anticorr,9900225,0,1,1.0000,1.0000,0.00000,1.873,1.873,1.873,0.000,1.873,0.000,0.000,0.00,0.0,0.0
